,baked,weight,speed,temperature,size,color,flavor,Y,predict
416,0,1,34,187,6,2,3,False,False
389,1,1,31,214,6,3,2,False,True
721,1,1,52,192,4,3,3,False,True
998,1,1,35,189,1,2,2,True,True
266,0,0,46,190,6,1,1,False,False
305,1,1,37,182,5,1,3,True,True
949,1,1,31,181,1,3,3,True,True
219,1,1,42,210,5,1,1,False,True
292,1,1,47,185,6,1,4,True,True
460,0,0,30,187,2,1,1,False,False
164,1,1,38,163,2,3,4,False,True
278,1,0,34,157,5,2,3,False,False
203,1,1,45,226,2,3,2,False,False
608,1,1,49,198,2,1,3,True,True
615,1,1,49,193,6,1,4,True,True
241,1,0,51,180,6,2,3,False,False
470,0,0,54,219,4,3,2,False,False
168,0,1,47,151,4,2,2,False,False
953,1,1,46,187,2,2,2,True,True
76,0,1,49,200,3,2,4,False,False
596,1,1,46,186,4,1,4,True,True
223,0,0,51,151,4,1,4,False,False
60,0,0,49,155,4,1,4,False,False
172,1,1,42,190,4,1,3,True,True
171,1,0,30,217,6,1,1,False,False
755,1,1,49,182,2,3,4,True,True
420,0,1,36,174,1,3,2,False,False
126,1,0,45,168,3,1,3,False,False
121,0,1,33,216,2,3,4,False,False
941,1,1,43,183,3,2,4,True,True
253,1,0,34,175,3,2,3,False,False
936,1,1,51,194,5,3,1,False,True
167,0,0,43,210,6,1,2,False,False
925,1,1,43,189,2,1,3,True,True
285,1,0,42,204,2,3,1,False,False
908,1,1,33,183,6,2,1,True,True
296,1,1,47,173,5,3,4,False,True
761,1,1,38,187,4,1,1,True,True
182,1,0,34,203,5,2,1,False,False
251,1,0,40,182,6,1,4,False,False
144,0,0,31,229,1,2,1,False,False
473,1,0,46,225,2,1,2,False,False
486,0,0,33,162,3,1,3,False,False
105,1,1,33,200,3,2,3,True,True
878,1,1,54,195,4,1,3,False,True
416,0,1,34,187,6,2,3,False,False
63,0,0,33,188,2,3,1,False,False
417,0,1,41,203,5,2,1,False,False
866,1,1,47,186,6,3,4,True,True
201,1,0,35,203,6,3,4,False,False
552,1,1,49,182,4,2,3,True,True
774,1,1,42,196,2,2,2,True,True
71,0,0,43,195,4,3,2,False,False
377,0,0,51,185,1,1,3,False,False
990,1,1,43,187,4,3,3,True,True
332,0,1,30,188,4,1,4,False,False
292,1,1,47,185,6,1,4,True,True
435,0,0,47,192,3,1,2,False,False
471,1,1,36,201,1,1,2,False,True
279,0,0,36,206,2,1,3,False,False
176,1,0,30,200,4,1,1,False,False
811,1,1,41,197,6,1,1,True,True
223,0,0,51,151,4,1,4,False,False
769,1,1,38,181,6,2,1,True,True
496,0,1,54,179,2,3,4,False,False
432,0,1,37,185,5,3,1,False,False
141,0,1,51,155,1,3,4,False,False
839,1,1,36,185,3,1,4,True,True
322,0,0,34,187,2,1,1,False,False
647,1,1,30,189,6,1,3,True,True
892,1,1,49,194,1,2,4,True,True
472,0,1,32,158,5,1,1,False,False
502,1,1,47,188,6,2,2,True,True
476,0,0,43,190,5,1,2,False,False
52,1,1,55,180,3,2,4,False,True
923,1,1,49,185,6,1,4,True,True
227,1,0,42,194,3,1,3,False,False
424,0,1,33,226,5,3,4,False,False
153,0,1,36,206,3,3,3,False,False
479,1,1,38,210,6,1,2,False,True
48,0,1,51,154,2,1,4,False,False
20,1,1,37,171,4,2,4,False,True
339,1,1,44,163,4,2,1,False,True
82,0,1,37,214,1,3,2,False,False
498,1,1,42,151,6,1,4,False,False
620,1,1,49,196,3,2,3,True,True
275,1,1,30,190,6,1,4,True,True
986,1,1,47,182,4,3,1,True,True
480,0,1,52,204,6,1,4,False,False
291,1,0,48,191,1,3,1,False,False
133,1,0,45,158,3,1,3,False,False
468,1,1,50,159,1,3,1,False,True
924,1,1,50,182,5,1,3,True,True
901,1,1,42,197,1,1,4,True,True
221,0,1,41,200,2,2,3,False,False
534,1,1,52,184,5,3,3,False,True
339,1,1,44,163,4,2,1,False,True
96,0,0,52,227,3,2,1,False,False
196,0,1,45,172,1,1,2,False,False
566,1,1,45,182,3,1,1,True,True
89,1,0,45,176,3,1,3,False,False
315,1,0,52,203,6,1,1,False,False
136,1,1,50,203,5,2,2,False,True
69,0,1,33,174,1,3,3,False,False
940,1,1,38,199,5,1,2,True,True
81,0,0,49,191,1,2,2,False,False
319,0,1,45,215,1,3,1,False,False
345,1,1,40,227,4,3,4,False,False
225,1,0,37,183,3,2,3,False,False
48,0,1,51,154,2,1,4,False,False
16,1,0,32,226,1,1,4,False,False
720,1,1,47,186,4,1,2,True,True
492,1,1,54,212,3,1,4,False,True
456,1,0,34,222,3,2,1,False,False
653,1,1,52,194,3,1,4,False,True
58,1,1,47,215,6,2,3,False,True
646,1,1,37,200,1,3,1,True,True
195,1,1,51,205,1,1,1,False,True
3,0,1,30,206,6,3,2,False,False
335,0,0,47,168,3,2,1,False,False
261,0,0,30,157,2,2,2,False,False
306,1,0,38,164,6,1,1,False,False
213,0,0,33,201,1,1,4,False,False
696,1,1,48,191,3,3,3,True,True
373,0,1,50,183,5,1,1,False,False
785,1,1,55,192,6,1,2,False,True
482,1,0,33,214,5,3,1,False,False
346,0,0,37,191,1,1,2,False,False
972,1,1,39,188,6,2,3,True,True
397,0,0,44,172,4,1,4,False,False
484,0,0,39,229,2,2,4,False,False
193,1,1,45,175,5,1,1,False,True
356,1,1,50,173,5,3,4,False,True
175,0,0,42,188,2,1,1,False,False
442,1,1,40,218,1,3,1,False,True
474,1,1,53,187,2,1,3,False,True
186,1,0,33,159,2,1,4,False,False
336,0,0,55,180,3,3,1,False,False
218,0,0,49,209,2,1,2,False,False
171,1,0,30,217,6,1,1,False,False
103,1,0,41,200,2,1,3,False,False
96,0,0,52,227,3,2,1,False,False
393,0,0,31,188,1,3,3,False,False
161,1,0,37,200,1,1,2,False,False
115,0,0,30,222,1,3,3,False,False
290,0,1,42,213,4,3,4,False,False
62,0,0,40,193,4,1,3,False,False
184,1,0,31,213,4,1,2,False,False
258,0,1,30,177,2,3,1,False,False
250,0,0,42,230,2,2,4,False,False
437,0,1,45,169,5,3,3,False,False
503,1,1,45,183,2,3,2,True,True
482,1,0,33,214,5,3,1,False,False
920,1,1,30,191,4,1,2,True,True
98,0,1,39,222,5,2,4,False,False
706,1,1,39,194,6,3,4,True,True
142,1,0,50,179,4,2,4,False,False
131,0,1,37,183,6,1,1,False,False
793,1,1,46,195,1,3,1,True,True
110,0,1,30,214,3,3,3,False,False
557,1,1,45,183,2,3,4,True,True
841,1,1,54,181,3,2,4,False,True
438,1,1,46,214,5,3,3,False,True
24,1,0,41,184,1,1,2,False,False
937,1,1,49,197,4,3,1,True,True
860,1,1,37,181,2,2,4,True,True
234,1,1,35,195,1,3,3,True,True
962,1,1,50,180,3,2,4,True,True
85,1,1,40,202,6,1,4,False,True
717,1,1,45,187,4,1,2,True,True
754,1,1,50,182,5,2,2,True,True
42,1,1,36,166,5,3,1,False,True
34,1,1,40,161,4,2,1,False,True
178,0,0,32,225,1,2,1,False,False
658,1,1,51,192,2,1,1,False,True
257,0,1,35,154,2,3,2,False,False
19,1,1,41,176,4,3,1,False,True
582,1,1,31,200,1,1,4,True,True
279,0,0,36,206,2,1,3,False,False
457,0,1,30,198,6,3,1,False,False
454,0,1,48,182,5,2,3,False,False
558,1,1,45,200,2,3,4,True,True
101,0,1,41,192,6,3,1,False,False
500,1,1,38,191,6,3,4,True,True
372,1,1,40,170,3,1,4,False,True
449,1,0,30,213,6,1,4,False,False
733,1,1,42,197,4,2,4,True,True
309,0,1,32,188,4,3,1,False,False
964,1,1,44,189,3,2,3,True,True
462,1,0,34,152,1,2,4,False,False
633,1,1,43,192,6,1,1,True,True
715,1,1,32,186,1,2,2,True,True
3,0,1,30,206,6,3,2,False,False
283,0,0,45,211,6,1,3,False,False
933,1,1,30,193,5,3,3,True,True
304,1,0,51,207,4,1,2,False,False
718,1,1,36,199,2,2,2,True,True
197,0,1,32,166,1,1,4,False,False
404,1,1,47,165,6,2,4,False,True
213,0,0,33,201,1,1,4,False,False
499,1,0,37,164,4,1,1,False,False
531,1,1,36,194,2,3,2,True,True
661,1,1,32,183,5,2,2,True,True
36,1,1,42,187,6,2,4,True,True
109,0,0,31,164,2,3,2,False,False
481,0,1,43,216,6,3,1,False,False
216,0,0,42,202,1,1,3,False,False
420,0,1,36,174,1,3,2,False,False
350,0,1,49,202,5,2,4,False,False
232,0,0,47,222,4,3,2,False,False
45,1,1,36,208,6,3,3,False,True
242,1,0,54,198,5,1,2,False,False
341,1,0,52,195,3,1,2,False,False
207,0,0,53,198,2,2,4,False,False
90,0,1,34,153,3,1,2,False,False
467,0,1,54,230,3,2,4,False,False
65,1,0,43,164,5,2,1,False,False
807,1,1,41,181,6,3,4,True,True
881,1,1,37,200,2,2,2,True,True
266,0,0,46,190,6,1,1,False,False
15,0,1,38,204,1,2,4,False,False
49,0,0,44,201,6,3,3,False,False
447,1,0,42,172,3,1,4,False,False
996,1,1,31,191,3,1,3,True,True
87,1,0,40,191,4,3,4,False,False
651,1,1,50,190,5,2,1,True,True
113,0,0,44,188,4,3,1,False,False
102,1,0,35,187,5,2,1,False,False
554,1,1,41,191,5,2,2,True,True
387,1,1,35,164,6,1,1,False,True
331,1,0,54,214,6,1,2,False,False
930,1,1,40,183,6,3,4,True,True
861,1,1,46,200,4,3,2,True,True
254,0,1,43,160,6,1,2,False,False
342,1,0,38,197,2,1,4,False,False
637,1,1,41,199,4,1,3,True,True
529,1,1,39,193,3,2,3,True,True
437,0,1,45,169,5,3,3,False,False
441,0,1,43,214,5,1,2,False,False
796,1,1,42,192,1,1,3,True,True
610,1,1,35,184,3,2,2,True,True
673,1,1,40,180,2,3,2,True,True
950,1,1,40,194,6,2,4,True,True
334,1,0,47,205,5,2,3,False,False
47,1,0,43,180,1,2,2,False,False
120,0,0,41,202,6,1,4,False,False
775,1,1,38,183,2,2,1,True,True
5,1,1,36,162,5,2,1,False,True
412,1,0,49,188,4,3,3,False,False
757,1,1,32,184,1,2,1,True,True
263,1,1,47,169,2,1,4,False,True
919,1,1,50,189,1,2,2,True,True
984,1,1,31,200,2,1,4,True,True
316,0,0,43,222,5,2,2,False,False
837,1,1,38,188,4,1,4,True,True
40,0,1,35,173,4,1,3,False,False
374,0,1,34,229,4,2,1,False,False
776,1,1,40,198,6,2,3,True,True
834,1,1,39,180,4,2,2,True,True
454,0,1,48,182,5,2,3,False,False
189,0,0,40,200,4,3,1,False,False
45,1,1,36,208,6,3,3,False,True
883,1,1,47,192,2,3,2,True,True
314,0,0,49,218,6,2,4,False,False
688,1,1,50,184,5,3,3,True,True
467,0,1,54,230,3,2,4,False,False
88,1,0,51,212,2,2,3,False,False
158,0,0,33,155,4,1,1,False,False
725,1,1,32,198,2,2,2,True,True
134,0,0,50,160,3,2,4,False,False
884,1,1,55,195,1,1,1,False,True
80,1,0,36,193,1,2,3,False,False
30,0,0,52,211,6,3,1,False,False
317,0,0,35,169,6,1,3,False,False
268,0,1,43,172,6,2,2,False,False
313,0,1,41,222,6,3,1,False,False
196,0,1,45,172,1,1,2,False,False
200,1,1,40,200,4,3,2,True,True
704,1,1,33,199,3,2,2,True,True
578,1,1,49,182,4,1,3,True,True
68,1,1,54,218,5,3,4,False,True
815,1,1,44,193,1,3,2,True,True
261,0,0,30,157,2,2,2,False,False
291,1,0,48,191,1,3,1,False,False
62,0,0,40,193,4,1,3,False,False
395,1,0,54,181,6,2,1,False,False
744,1,1,43,199,5,1,4,True,True
969,1,1,35,196,5,3,3,True,True
871,1,1,48,186,1,2,4,True,True
680,1,1,52,196,3,3,4,False,True
63,0,0,33,188,2,3,1,False,False
224,1,0,37,223,3,2,1,False,False
151,1,1,46,196,6,1,1,True,True
479,1,1,38,210,6,1,2,False,True
971,1,1,55,190,5,2,1,False,True
243,1,0,47,191,1,3,2,False,False
124,0,1,53,204,6,1,3,False,False
731,1,1,50,194,3,2,1,True,True
729,1,1,40,184,4,3,2,True,True
144,0,0,31,229,1,2,1,False,False
549,1,1,39,189,1,1,3,True,True
127,0,0,38,176,5,3,4,False,False
463,0,1,30,154,1,1,4,False,False
43,0,0,37,215,6,3,2,False,False
694,1,1,35,191,1,2,4,True,True
684,1,1,53,187,4,1,2,False,True
280,1,0,35,183,4,1,3,False,False
337,1,0,39,195,1,3,4,False,False
943,1,1,39,184,3,3,3,True,True
599,1,1,39,183,1,3,3,True,True
874,1,1,33,193,4,3,4,True,True
579,1,1,52,192,4,3,1,False,True
426,1,0,49,222,6,3,2,False,False
541,1,1,54,187,4,1,1,False,True
195,1,1,51,205,1,1,1,False,True
39,0,0,36,205,1,2,3,False,False
110,0,1,30,214,3,3,3,False,False
336,0,0,55,180,3,3,1,False,False
36,1,1,42,187,6,2,4,True,True
587,1,1,40,187,6,2,4,True,True
161,1,0,37,200,1,1,2,False,False
612,1,1,38,195,3,1,1,True,True
547,1,1,48,185,3,1,1,True,True
536,1,1,47,190,6,2,1,True,True
18,0,1,30,197,6,3,2,False,False
79,1,0,48,196,5,1,4,False,False
818,1,1,52,189,6,2,4,False,True
242,1,0,54,198,5,1,2,False,False
138,0,1,50,176,1,3,4,False,False
685,1,1,43,189,3,3,1,True,True
311,1,1,51,151,5,3,2,False,False
572,1,1,41,191,1,3,3,True,True
512,1,1,48,189,6,3,2,True,True
297,0,1,54,150,2,3,3,False,False
234,1,1,35,195,1,3,3,True,True
532,1,1,49,188,1,2,2,True,True
875,1,1,52,190,3,2,3,False,True
439,0,1,48,179,5,2,2,False,False
149,0,1,30,165,4,1,4,False,False
758,1,1,34,200,6,2,2,True,True
14,0,0,46,213,5,1,4,False,False
401,0,0,53,219,5,3,3,False,False
179,1,0,38,165,3,1,1,False,False
308,0,0,48,184,6,2,1,False,False
444,1,1,49,178,2,1,2,False,True
320,1,0,34,182,5,2,1,False,False
701,1,1,48,195,5,3,1,True,True
172,1,1,42,190,4,1,3,True,True
617,1,1,53,197,4,2,1,False,True
394,1,0,53,190,2,3,2,False,False
628,1,1,30,199,6,2,2,True,True
430,0,1,48,219,6,3,1,False,False
267,1,1,49,206,5,1,3,False,True
433,1,0,54,188,6,2,4,False,False
100,1,1,53,166,2,3,4,False,True
671,1,1,38,186,3,2,4,True,True
645,1,1,51,180,1,2,1,False,True
576,1,1,34,187,1,2,1,True,True
112,0,0,55,169,6,1,4,False,False
322,0,0,34,187,2,1,1,False,False
283,0,0,45,211,6,1,3,False,False
918,1,1,35,185,1,3,2,True,True
488,0,0,39,212,5,3,4,False,False
360,0,0,52,176,6,3,1,False,False
414,0,0,34,203,3,2,1,False,False
422,1,1,51,186,1,2,1,False,True
376,1,0,39,175,1,1,4,False,False
590,1,1,33,180,6,1,4,True,True
408,1,0,52,193,3,2,1,False,False
0,0,0,34,204,3,3,4,False,False
449,1,0,30,213,6,1,4,False,False
713,1,1,43,186,3,3,4,True,True
495,0,0,41,192,2,1,3,False,False
211,1,1,52,168,1,1,3,False,True
210,0,1,43,217,1,3,3,False,False
147,0,1,46,183,6,3,2,False,False
475,1,0,44,205,1,2,4,False,False
111,0,0,34,225,4,1,1,False,False
764,1,1,53,199,5,3,3,False,True
424,0,1,33,226,5,3,4,False,False
428,0,1,32,201,1,1,1,False,False
693,1,1,44,181,3,3,4,True,True
241,1,0,51,180,6,2,3,False,False
535,1,1,33,198,5,2,1,True,True
352,1,0,51,209,5,2,4,False,False
403,1,0,46,166,1,2,2,False,False
480,0,1,52,204,6,1,4,False,False
520,1,1,49,190,2,1,3,True,True
798,1,1,48,186,1,3,1,True,True
145,0,1,48,169,4,3,2,False,False
159,0,0,44,159,1,3,4,False,False
491,1,0,34,169,4,1,4,False,False
297,0,1,54,150,2,3,3,False,False
347,1,1,32,152,6,2,3,False,False
289,0,0,49,168,5,2,1,False,False
245,1,1,35,218,3,3,2,False,True
723,1,1,51,180,1,2,4,False,True
386,1,1,39,204,1,1,3,False,True
559,1,1,50,199,5,2,1,True,True
510,1,1,38,181,5,3,2,True,True
999,1,1,49,180,4,1,3,True,True
360,0,0,52,176,6,3,1,False,False
872,1,1,32,197,4,2,2,True,True
926,1,1,48,185,4,2,2,True,True
87,1,0,40,191,4,3,4,False,False
61,1,1,32,219,2,2,4,False,True
72,0,1,38,192,4,1,3,False,False
65,1,0,43,164,5,2,1,False,False
104,0,0,43,150,5,3,1,False,False
66,0,0,47,187,1,3,3,False,False
948,1,1,37,191,5,3,4,True,True
407,0,0,38,222,3,3,4,False,False
383,0,1,32,175,1,3,1,False,False
294,1,0,41,151,2,1,2,False,False
249,1,1,41,207,1,3,2,False,True
659,1,1,39,190,5,2,2,True,True
239,1,1,39,150,5,3,2,False,False
788,1,1,39,198,3,3,1,True,True
736,1,1,44,194,6,1,4,True,True
207,0,0,53,198,2,2,4,False,False
210,0,1,43,217,1,3,3,False,False
337,1,0,39,195,1,3,4,False,False
11,1,0,44,180,4,2,2,False,False
402,0,1,40,158,5,3,3,False,False
444,1,1,49,178,2,1,2,False,True
392,0,0,41,185,6,2,3,False,False
104,0,0,43,150,5,3,1,False,False
784,1,1,51,180,2,2,4,False,True
682,1,1,31,180,3,3,2,True,True
488,0,0,39,212,5,3,4,False,False
340,0,1,53,160,3,1,1,False,False
229,0,0,33,155,3,1,4,False,False
959,1,1,52,190,5,1,4,False,True
14,0,0,46,213,5,1,4,False,False
57,0,1,38,157,2,2,2,False,False
70,1,0,35,180,2,1,1,False,False
465,0,1,46,193,2,1,1,False,False
699,1,1,34,191,2,2,3,True,True
542,1,1,52,197,6,1,4,False,True
555,1,1,51,191,4,3,1,False,True
276,0,0,46,226,4,2,1,False,False
656,1,1,43,195,1,2,1,True,True
19,1,1,41,176,4,3,1,False,True
124,0,1,53,204,6,1,3,False,False
232,0,0,47,222,4,3,2,False,False
367,0,0,51,180,3,2,2,False,False
515,1,1,54,187,2,3,2,False,True
222,0,1,49,225,3,3,4,False,False
26,1,1,46,176,6,2,3,False,True
131,0,1,37,183,6,1,1,False,False
509,1,1,40,185,5,1,4,True,True
928,1,1,41,199,4,2,3,True,True
190,1,0,42,190,6,1,4,False,False
466,1,0,48,159,4,1,4,False,False
560,1,1,35,186,2,2,4,True,True
374,0,1,34,229,4,2,1,False,False
369,0,0,40,189,5,3,1,False,False
710,1,1,45,194,4,1,3,True,True
54,1,1,55,213,3,1,2,False,True
31,1,1,37,184,4,1,4,True,True
588,1,1,49,192,5,2,4,True,True
669,1,1,32,182,2,3,2,True,True
280,1,0,35,183,4,1,3,False,False
255,1,1,32,181,6,1,1,True,True
199,0,1,53,197,4,1,3,False,False
737,1,1,43,193,4,1,2,True,True
895,1,1,41,189,1,1,3,True,True
719,1,1,46,183,5,1,1,True,True
644,1,1,33,199,3,1,3,True,True
49,0,0,44,201,6,3,3,False,False
160,1,1,46,205,1,2,2,False,True
193,1,1,45,175,5,1,1,False,True
362,1,0,52,186,5,2,1,False,False
513,1,1,33,191,2,3,4,True,True
327,0,1,41,212,3,1,3,False,False
358,1,1,37,206,5,1,2,False,True
146,1,1,39,170,5,2,4,False,True
821,1,1,49,195,4,3,4,True,True
453,0,1,43,163,3,1,2,False,False
545,1,1,43,182,5,2,3,True,True
303,1,1,50,174,3,2,4,False,True
107,0,0,37,165,6,2,4,False,False
173,1,0,41,185,2,3,2,False,False
7,0,1,47,186,4,1,1,False,False
868,1,1,43,192,6,3,1,True,True
