,baked,weight,speed,temperature,size,color,flavor,Y,predict
302,1,0,43,158,6,1,2,False,False
949,1,1,45,195,2,1,4,True,True
114,0,0,38,199,2,3,4,False,False
146,1,1,44,222,4,3,4,False,False
280,0,0,43,188,4,3,1,False,False
366,1,0,39,194,3,1,2,False,False
332,0,1,46,175,6,2,2,False,False
496,0,1,53,190,6,1,1,False,False
331,0,0,44,159,1,1,2,False,False
344,1,1,47,213,6,2,2,False,False
21,0,0,46,190,2,1,4,False,False
238,0,1,47,181,6,3,3,False,False
62,0,0,35,190,5,2,3,False,False
577,1,1,40,188,5,2,1,True,True
148,0,1,31,210,5,3,2,False,False
467,1,0,34,227,4,3,4,False,False
153,0,0,45,186,1,2,1,False,False
126,0,0,35,186,2,1,2,False,False
260,1,0,49,196,4,1,3,False,False
429,1,1,52,153,6,1,2,False,False
498,0,1,36,204,2,2,3,False,False
238,0,1,47,181,6,3,3,False,False
766,1,1,34,195,4,1,3,True,True
170,1,0,52,221,1,3,4,False,False
839,1,1,44,180,2,1,2,True,True
243,0,0,38,216,6,3,3,False,False
330,1,1,41,197,5,3,1,False,False
39,1,1,42,183,5,2,3,True,True
231,1,1,43,221,5,3,4,False,False
833,1,1,35,181,6,3,1,False,False
101,1,1,52,176,5,3,3,False,False
650,1,1,30,190,4,2,1,True,True
65,0,0,31,206,2,3,3,False,False
249,1,0,42,216,3,2,2,False,False
161,1,1,35,200,3,2,2,True,True
352,1,0,53,191,2,3,3,False,False
678,1,1,34,186,1,1,1,True,True
465,1,0,41,167,1,3,3,False,False
208,1,1,48,155,6,3,2,False,False
264,0,0,38,175,3,1,3,False,False
637,1,1,50,187,3,2,4,True,True
391,0,0,38,179,2,3,1,False,False
729,1,1,43,189,4,1,1,True,True
404,0,0,31,227,5,1,2,False,False
667,1,1,38,189,3,2,4,True,True
56,1,0,55,188,3,2,2,False,False
116,0,0,43,204,6,1,1,False,False
11,1,0,32,160,2,3,3,False,False
731,1,1,40,186,5,1,3,True,True
487,1,0,49,151,2,2,3,False,False
134,0,0,40,187,3,2,3,False,False
332,0,1,46,175,6,2,2,False,False
205,0,0,45,184,4,1,4,False,False
556,1,1,31,197,5,3,2,False,False
905,1,1,33,200,1,2,3,True,True
88,1,0,52,225,1,1,2,False,False
242,0,1,30,214,2,1,4,False,False
326,1,1,52,159,3,2,1,False,False
982,1,1,53,194,6,1,4,False,False
656,1,1,31,186,4,2,1,True,True
903,1,1,33,182,3,2,1,True,True
733,1,1,52,188,6,3,1,False,False
464,0,1,50,162,5,2,3,False,False
817,1,1,31,183,3,2,4,True,True
303,1,1,55,206,3,2,2,False,False
405,0,0,55,196,4,2,4,False,False
256,0,1,35,217,2,2,1,False,False
285,1,1,36,171,4,3,1,False,False
306,0,1,36,179,2,2,3,False,False
235,1,0,41,219,3,1,2,False,False
51,0,0,54,151,3,1,3,False,False
578,1,1,40,195,2,2,3,True,True
459,0,0,42,217,1,3,4,False,False
894,1,1,35,192,5,3,2,False,False
496,0,1,53,190,6,1,1,False,False
358,1,1,45,204,4,2,3,False,False
158,1,0,46,219,2,3,4,False,False
465,1,0,41,167,1,3,3,False,False
4,0,1,32,181,6,3,1,False,False
954,1,1,50,191,3,3,1,False,False
507,1,1,44,180,1,3,2,False,False
726,1,1,45,183,4,2,2,True,True
210,0,1,43,214,6,3,4,False,False
906,1,1,44,195,2,2,2,True,True
603,1,1,42,195,2,3,2,False,False
336,0,0,36,227,6,1,3,False,False
313,1,0,50,158,2,1,4,False,False
80,1,0,47,226,1,3,2,False,False
672,1,1,48,191,4,2,1,True,True
200,0,1,55,163,5,2,3,False,False
831,1,1,52,186,2,2,1,False,False
289,1,1,31,184,4,2,4,True,True
160,1,1,44,173,2,2,4,False,False
371,0,1,44,209,6,2,3,False,False
193,0,0,53,206,1,2,1,False,False
346,1,1,32,170,2,3,2,False,False
270,0,1,48,162,5,1,3,False,False
177,1,0,35,208,1,1,1,False,False
990,1,1,33,196,6,3,2,False,False
221,1,0,42,228,2,3,4,False,False
466,1,1,45,220,5,2,1,False,False
449,0,0,47,230,3,2,1,False,False
381,1,0,38,219,5,1,2,False,False
608,1,1,33,196,6,3,3,False,False
965,1,1,30,188,1,2,1,True,True
495,1,0,46,206,6,3,3,False,False
857,1,1,51,195,6,3,1,False,False
224,1,0,50,180,1,2,3,False,False
83,1,0,47,151,2,1,4,False,False
389,0,0,31,169,1,3,4,False,False
439,1,1,41,201,1,1,2,False,False
451,1,0,43,228,4,1,2,False,False
43,0,0,44,159,4,2,3,False,False
212,1,1,42,151,3,2,3,False,False
318,0,1,49,195,4,3,1,False,False
344,1,1,47,213,6,2,2,False,False
384,0,1,51,209,6,3,4,False,False
825,1,1,34,185,6,1,2,True,True
325,0,0,37,202,6,2,3,False,False
289,1,1,31,184,4,2,4,True,True
423,0,1,55,166,1,1,1,False,False
184,1,0,52,181,6,1,2,False,False
342,0,0,45,150,1,1,4,False,False
162,1,1,36,176,6,1,2,False,False
773,1,1,39,190,3,3,3,False,False
566,1,1,31,187,4,2,4,True,True
750,1,1,33,199,5,1,4,True,True
300,0,0,53,161,2,2,3,False,False
808,1,1,45,180,2,2,3,True,True
315,0,0,47,215,6,2,4,False,False
454,0,1,31,177,6,1,1,False,False
843,1,1,33,194,5,3,1,False,False
395,1,1,50,204,5,3,2,False,False
751,1,1,38,198,2,2,1,True,True
292,0,1,44,162,5,3,1,False,False
495,1,0,46,206,6,3,3,False,False
483,1,0,36,197,3,2,4,False,False
47,0,1,42,171,3,2,2,False,False
348,0,1,39,158,3,2,2,False,False
171,0,0,30,205,4,3,1,False,False
785,1,1,44,198,3,3,3,False,False
1,0,0,32,215,6,3,3,False,False
154,0,0,55,189,1,2,2,False,False
479,1,1,52,205,6,1,4,False,False
362,1,1,49,211,3,3,4,False,False
139,0,1,47,151,3,2,1,False,False
229,1,1,52,156,2,1,1,False,False
483,1,0,36,197,3,2,4,False,False
615,1,1,47,186,2,2,4,True,True
743,1,1,54,200,1,1,3,False,False
635,1,1,35,186,4,2,4,True,True
737,1,1,35,191,3,3,3,False,False
992,1,1,55,189,1,3,1,False,False
390,0,1,42,219,3,3,3,False,False
348,0,1,39,158,3,2,2,False,False
176,1,1,38,180,5,2,1,True,True
876,1,1,32,180,4,3,1,False,False
476,0,0,45,223,5,3,3,False,False
84,1,1,32,186,4,2,4,True,True
860,1,1,47,186,6,3,1,False,False
976,1,1,52,180,1,1,4,False,False
291,1,0,53,165,1,2,4,False,False
688,1,1,32,195,6,2,4,True,True
136,1,1,37,220,5,3,3,False,False
827,1,1,45,184,3,1,4,True,True
527,1,1,35,188,6,1,4,True,True
105,1,0,37,223,5,1,2,False,False
251,0,1,53,217,1,3,4,False,False
304,1,0,49,228,2,3,2,False,False
369,1,0,44,203,4,1,4,False,False
878,1,1,30,187,6,3,4,False,False
316,0,1,50,208,1,1,4,False,False
75,1,1,54,193,2,3,3,False,False
156,0,1,36,176,2,2,2,False,False
591,1,1,43,198,5,1,4,True,True
845,1,1,36,195,6,3,2,False,False
215,0,0,43,174,6,1,4,False,False
599,1,1,55,189,1,3,1,False,False
250,0,0,45,187,2,1,3,False,False
826,1,1,38,188,2,2,3,True,True
257,1,0,44,167,4,2,3,False,False
456,0,0,40,162,1,1,4,False,False
247,0,0,51,201,5,3,2,False,False
29,0,1,33,219,3,1,1,False,False
589,1,1,45,182,5,1,4,True,True
220,0,0,32,202,5,3,2,False,False
749,1,1,39,189,1,1,4,True,True
118,0,0,47,155,6,2,1,False,False
57,1,1,31,229,1,3,3,False,False
33,0,0,50,183,1,1,1,False,False
724,1,1,37,193,6,3,2,False,False
693,1,1,30,198,4,1,4,True,True
994,1,1,49,189,5,1,2,True,True
547,1,1,45,183,1,2,2,True,True
770,1,1,42,199,1,1,4,True,True
916,1,1,37,197,3,3,1,False,False
78,0,0,35,222,5,2,1,False,False
276,0,1,50,167,2,1,4,False,False
679,1,1,50,184,2,3,2,False,False
95,1,0,54,225,5,2,2,False,False
12,0,1,42,190,2,2,4,False,False
862,1,1,39,184,3,3,2,False,False
170,1,0,52,221,1,3,4,False,False
213,0,0,33,154,1,2,4,False,False
199,0,1,33,181,1,1,2,False,False
313,1,0,50,158,2,1,4,False,False
411,0,1,30,156,4,1,1,False,False
197,0,1,33,196,4,2,2,False,False
273,1,1,51,156,6,2,4,False,False
147,0,0,42,211,3,2,3,False,False
511,1,1,36,200,3,1,3,True,True
67,0,1,30,194,3,1,1,False,False
203,0,1,55,186,3,3,3,False,False
31,0,1,52,167,2,3,3,False,False
646,1,1,44,188,5,2,2,True,True
838,1,1,41,184,2,1,1,True,True
802,1,1,37,190,6,1,3,True,True
143,0,0,40,191,1,3,3,False,False
797,1,1,38,196,4,2,1,True,True
293,1,1,48,180,6,3,3,False,False
740,1,1,49,193,2,3,2,False,False
998,1,1,45,185,1,2,4,True,True
482,0,0,34,216,2,1,3,False,False
127,1,1,42,171,3,1,3,False,False
169,0,1,32,175,3,2,4,False,False
411,0,1,30,156,4,1,1,False,False
436,1,1,32,172,5,1,1,False,False
83,1,0,47,151,2,1,4,False,False
489,0,0,55,191,1,1,2,False,False
27,0,0,35,162,6,2,4,False,False
523,1,1,39,190,2,1,4,True,True
696,1,1,54,197,1,3,1,False,False
341,0,0,37,225,2,3,3,False,False
480,1,1,39,207,3,1,1,False,False
20,0,0,34,212,3,2,2,False,False
246,0,0,45,162,2,3,1,False,False
98,0,1,33,202,1,1,3,False,False
641,1,1,55,181,2,2,2,False,False
190,1,1,38,187,2,1,3,True,True
108,1,0,37,207,3,3,2,False,False
245,0,0,44,228,2,2,2,False,False
174,0,1,36,227,2,2,3,False,False
668,1,1,55,190,6,2,1,False,False
269,1,1,40,220,5,3,2,False,False
427,1,0,52,166,2,3,1,False,False
243,0,0,38,216,6,3,3,False,False
275,1,1,37,156,4,3,4,False,False
921,1,1,32,181,4,3,3,False,False
746,1,1,53,185,4,2,1,False,False
936,1,1,44,186,5,1,4,True,True
505,1,1,33,190,5,3,4,False,False
249,1,0,42,216,3,2,2,False,False
379,0,0,30,158,4,3,4,False,False
472,0,0,40,179,4,1,4,False,False
287,1,0,42,162,5,3,1,False,False
252,1,1,51,229,1,2,1,False,False
247,0,0,51,201,5,3,2,False,False
283,0,0,34,210,3,1,2,False,False
264,0,0,38,175,3,1,3,False,False
92,0,0,37,214,1,1,1,False,False
841,1,1,40,195,2,2,3,True,True
915,1,1,45,199,4,3,3,False,False
675,1,1,43,184,6,1,2,True,True
739,1,1,37,195,4,3,3,False,False
884,1,1,36,187,5,2,3,True,True
77,1,1,32,168,3,1,2,False,False
12,0,1,42,190,2,2,4,False,False
152,1,0,39,152,6,1,3,False,False
426,1,0,52,212,5,2,2,False,False
32,0,0,41,166,4,1,4,False,False
588,1,1,36,186,5,2,2,True,True
284,1,1,39,215,6,1,4,False,False
384,0,1,51,209,6,3,4,False,False
868,1,1,39,185,1,2,1,True,True
221,1,0,42,228,2,3,4,False,False
680,1,1,39,191,1,1,1,True,True
924,1,1,53,194,1,1,4,False,False
418,0,1,54,170,2,2,3,False,False
769,1,1,47,187,6,3,2,False,False
30,1,0,37,178,6,1,3,False,False
777,1,1,30,194,1,2,1,True,True
279,0,1,48,203,2,3,3,False,False
111,0,0,46,206,2,2,3,False,False
261,0,0,46,228,6,2,4,False,False
403,0,0,54,223,5,3,2,False,False
563,1,1,54,180,3,1,4,False,False
334,1,0,31,214,5,1,3,False,False
930,1,1,51,195,4,2,3,False,False
497,0,0,55,218,4,2,4,False,False
52,1,1,36,209,1,3,1,False,False
195,0,1,55,225,6,3,3,False,False
439,1,1,41,201,1,1,2,False,False
414,1,1,52,189,5,2,1,False,False
321,1,1,48,164,2,1,4,False,False
21,0,0,46,190,2,1,4,False,False
106,0,0,49,223,5,1,3,False,False
160,1,1,44,173,2,2,4,False,False
374,1,0,52,169,1,3,4,False,False
618,1,1,41,196,2,3,3,False,False
951,1,1,39,183,3,3,1,False,False
881,1,1,53,195,5,1,2,False,False
32,0,0,41,166,4,1,4,False,False
689,1,1,32,191,6,1,4,True,True
151,1,0,50,218,3,1,2,False,False
231,1,1,43,221,5,3,4,False,False
660,1,1,31,182,4,2,4,True,True
258,0,1,43,179,4,2,4,False,False
266,1,0,43,192,3,3,4,False,False
201,1,0,33,158,4,1,1,False,False
774,1,1,43,200,5,3,2,False,False
35,0,1,46,161,3,1,4,False,False
548,1,1,39,184,5,2,2,True,True
543,1,1,54,192,3,2,3,False,False
677,1,1,55,192,4,3,1,False,False
890,1,1,38,198,6,2,3,True,True
257,1,0,44,167,4,2,3,False,False
540,1,1,43,200,4,2,1,True,True
713,1,1,46,194,4,3,3,False,False
155,1,0,55,191,3,3,3,False,False
120,0,0,49,165,3,3,2,False,False
336,0,0,36,227,6,1,3,False,False
274,1,1,40,171,1,2,4,False,False
530,1,1,45,192,1,2,1,True,True
443,1,1,52,205,6,2,1,False,False
784,1,1,43,199,6,3,3,False,False
81,0,0,39,201,5,1,3,False,False
359,0,1,33,193,4,2,2,False,False
90,1,0,54,161,1,2,2,False,False
477,1,0,55,213,1,1,1,False,False
284,1,1,39,215,6,1,4,False,False
607,1,1,44,183,4,2,4,True,True
54,0,1,55,160,6,1,4,False,False
68,0,0,49,215,4,3,2,False,False
960,1,1,55,196,2,3,4,False,False
222,1,0,32,162,6,1,2,False,False
322,1,0,33,168,4,2,2,False,False
281,0,0,42,229,3,2,2,False,False
228,0,1,53,165,2,3,3,False,False
121,1,1,37,195,2,3,3,False,False
569,1,1,53,192,2,3,1,False,False
71,1,1,31,152,5,3,1,False,False
117,1,0,55,172,5,3,3,False,False
481,1,0,45,160,4,1,4,False,False
583,1,1,52,183,6,1,2,False,False
262,0,1,40,185,5,2,1,False,False
241,0,0,49,151,5,2,4,False,False
684,1,1,41,182,6,3,2,False,False
493,1,0,55,205,3,2,1,False,False
522,1,1,44,184,4,2,1,True,True
253,1,0,40,158,3,2,2,False,False
768,1,1,52,196,1,2,2,False,False
122,1,1,34,175,3,1,2,False,False
812,1,1,34,197,5,1,2,True,True
546,1,1,36,192,4,3,2,False,False
135,0,1,39,182,1,1,4,False,False
172,1,1,39,175,2,3,1,False,False
912,1,1,42,187,1,2,2,True,True
168,0,1,43,154,5,3,1,False,False
706,1,1,50,182,5,1,4,True,True
807,1,1,47,187,6,1,4,True,True
793,1,1,51,186,3,2,3,False,False
353,1,1,35,154,1,3,2,False,False
132,0,0,55,212,5,2,1,False,False
293,1,1,48,180,6,3,3,False,False
48,1,1,44,208,3,3,4,False,False
388,0,1,32,205,4,3,1,False,False
447,0,1,55,229,2,2,3,False,False
340,0,0,40,221,4,2,3,False,False
263,1,0,36,209,2,3,2,False,False
803,1,1,50,190,5,2,4,True,True
236,1,1,54,167,4,3,4,False,False
314,1,0,54,150,3,3,3,False,False
377,0,1,47,213,4,1,4,False,False
721,1,1,52,196,3,1,4,False,False
474,0,0,45,174,4,3,2,False,False
273,1,1,51,156,6,2,4,False,False
99,1,0,55,217,3,2,4,False,False
334,1,0,31,214,5,1,3,False,False
969,1,1,35,183,3,2,4,True,True
212,1,1,42,151,3,2,3,False,False
186,0,0,42,162,3,2,1,False,False
487,1,0,49,151,2,2,3,False,False
638,1,1,30,191,6,2,2,True,True
828,1,1,52,196,6,2,3,False,False
103,1,1,44,229,6,2,3,False,False
40,0,1,42,226,2,1,3,False,False
431,0,1,51,163,3,2,3,False,False
258,0,1,43,179,4,2,4,False,False
435,1,0,42,202,1,2,3,False,False
442,0,1,43,183,1,3,3,False,False
177,1,0,35,208,1,1,1,False,False
447,0,1,55,229,2,2,3,False,False
691,1,1,45,197,2,1,3,True,True
327,1,0,51,176,4,1,3,False,False
137,0,0,41,177,6,3,2,False,False
700,1,1,46,183,2,3,2,False,False
309,1,1,31,205,2,2,1,False,False
190,1,1,38,187,2,1,3,True,True
462,0,0,33,214,2,2,3,False,False
254,0,0,39,160,3,1,1,False,False
72,1,0,48,206,1,2,1,False,False
756,1,1,45,191,3,1,3,True,True
889,1,1,39,180,5,2,1,True,True
285,1,1,36,171,4,3,1,False,False
269,1,1,40,220,5,3,2,False,False
636,1,1,36,193,5,2,2,True,True
461,1,0,31,228,6,2,4,False,False
225,1,1,38,150,2,3,2,False,False
748,1,1,52,182,2,1,4,False,False
821,1,1,52,199,6,2,4,False,False
914,1,1,41,200,1,2,2,True,True
665,1,1,54,188,5,3,3,False,False
376,1,1,43,157,5,2,3,False,False
184,1,0,52,181,6,1,2,False,False
94,1,0,31,208,1,3,3,False,False
858,1,1,33,190,2,3,3,False,False
822,1,1,47,183,3,3,3,False,False
219,0,0,36,188,2,2,4,False,False
277,0,0,41,223,4,3,4,False,False
957,1,1,38,196,6,1,2,True,True
396,0,1,33,199,5,1,2,False,False
355,0,1,37,207,4,2,2,False,False
52,1,1,36,209,1,3,1,False,False
932,1,1,37,190,6,3,1,False,False
416,0,1,54,165,1,1,1,False,False
352,1,0,53,191,2,3,3,False,False
898,1,1,51,183,3,2,3,False,False
109,1,1,31,224,2,1,3,False,False
74,0,0,40,200,4,2,3,False,False
342,0,0,45,150,1,1,4,False,False
349,1,1,48,177,6,3,1,False,False
182,1,1,47,178,1,3,3,False,False
45,1,1,44,174,3,2,2,False,False
801,1,1,53,185,6,3,4,False,False
42,1,1,33,225,2,2,2,False,False
966,1,1,38,185,2,3,3,False,False
400,0,1,49,153,1,2,1,False,False
105,1,0,37,223,5,1,2,False,False
752,1,1,49,194,5,3,4,False,False
809,1,1,55,180,4,2,4,False,False
211,0,1,52,190,5,3,3,False,False
286,0,1,43,170,4,3,2,False,False
157,0,1,42,189,2,1,1,False,False
788,1,1,45,187,6,3,4,False,False
999,1,1,39,182,2,1,1,True,True
988,1,1,33,186,4,1,1,True,True
248,1,0,31,155,5,2,3,False,False
955,1,1,50,194,1,2,1,True,True
296,1,0,46,163,4,1,1,False,False
414,1,1,52,189,5,2,1,False,False
246,0,0,45,162,2,3,1,False,False
230,1,0,39,195,2,1,4,False,False
610,1,1,52,185,4,3,4,False,False
791,1,1,49,192,2,2,2,True,True
485,1,1,40,221,5,3,3,False,False
16,0,1,32,195,5,1,4,False,False
1,0,0,32,215,6,3,3,False,False
659,1,1,47,195,5,2,1,True,True
407,0,0,31,157,1,1,3,False,False
486,1,1,53,202,5,2,4,False,False
403,0,0,54,223,5,3,2,False,False
259,1,1,33,155,4,3,2,False,False
449,0,0,47,230,3,2,1,False,False
980,1,1,48,186,4,3,1,False,False
368,0,1,49,189,3,3,4,False,False
445,0,0,31,190,2,1,3,False,False
561,1,1,51,199,6,1,3,False,False
819,1,1,52,195,3,1,4,False,False
116,0,0,43,204,6,1,1,False,False
584,1,1,32,190,5,1,4,True,True
305,0,0,37,213,2,2,1,False,False
574,1,1,44,197,6,2,4,True,True
45,1,1,44,174,3,2,2,False,False
438,0,0,39,185,5,1,4,False,False
640,1,1,36,189,5,3,2,False,False
53,0,1,38,210,3,3,1,False,False
375,1,0,44,163,1,2,2,False,False
161,1,1,35,200,3,2,2,True,True
616,1,1,47,193,2,1,3,True,True
853,1,1,47,182,5,1,2,True,True
420,1,1,54,224,5,2,1,False,False
625,1,1,33,181,5,1,4,True,True
327,1,0,51,176,4,1,3,False,False
947,1,1,52,197,1,3,1,False,False
69,1,0,35,156,4,1,1,False,False
620,1,1,37,182,3,1,2,True,True
492,0,0,47,203,6,1,1,False,False
388,0,1,32,205,4,3,1,False,False
642,1,1,39,188,1,1,4,True,True
786,1,1,37,185,5,2,4,True,True
217,1,1,55,166,1,3,4,False,False
220,0,0,32,202,5,3,2,False,False
512,1,1,31,186,2,1,4,True,True
178,1,0,37,192,3,3,3,False,False
89,0,0,42,174,6,3,3,False,False
280,0,0,43,188,4,3,1,False,False
155,1,0,55,191,3,3,3,False,False
301,1,0,33,210,4,1,2,False,False
993,1,1,48,192,2,1,3,True,True
943,1,1,42,200,3,2,4,True,True
300,0,0,53,161,2,2,3,False,False
28,1,1,31,217,1,3,4,False,False
901,1,1,51,184,2,1,4,False,False
405,0,0,55,196,4,2,4,False,False
312,0,1,46,177,6,2,1,False,False
60,1,0,31,188,4,1,1,False,False
