,baked,weight,speed,temperature,size,color,flavor,Y,predict
327,0,0,32,204,3,2,3,False,False
323,1,1,38,224,5,3,2,False,False
256,1,0,42,166,5,1,2,False,False
132,0,1,35,208,4,1,4,False,False
734,1,1,43,194,5,2,2,True,True
172,1,1,54,198,5,2,1,False,False
163,0,1,48,223,5,1,3,False,False
946,1,1,52,185,6,3,2,False,False
369,1,1,32,193,3,2,2,True,True
33,0,1,41,180,3,3,4,False,False
989,1,1,51,189,1,1,2,False,False
258,1,1,40,208,6,2,3,False,False
916,1,1,39,191,6,1,4,True,True
424,1,0,50,164,2,2,2,False,False
74,1,0,35,158,6,3,1,False,False
991,1,1,40,200,4,2,2,True,True
663,1,1,45,193,1,3,2,False,False
807,1,1,38,194,5,1,3,True,True
903,1,1,42,196,3,2,4,True,True
886,1,1,41,197,4,3,4,False,False
620,1,1,47,185,2,3,4,False,False
654,1,1,41,196,5,2,4,True,True
396,0,1,50,160,2,3,4,False,False
485,0,0,50,216,6,1,1,False,False
37,1,0,36,183,3,2,3,False,False
767,1,1,55,187,1,1,4,False,False
185,1,0,51,187,5,1,2,False,False
115,0,1,51,170,3,1,1,False,False
266,1,1,54,189,2,2,1,False,False
222,1,1,50,165,2,1,4,False,False
4,1,1,50,222,6,1,4,False,False
170,1,1,44,183,1,1,3,True,True
73,0,1,54,227,6,1,2,False,False
516,1,1,31,189,3,1,4,True,True
478,1,0,52,179,6,3,4,False,False
521,1,1,41,180,6,1,4,True,True
22,1,1,47,169,2,1,4,False,False
736,1,1,33,187,2,2,2,True,True
106,1,0,52,230,4,1,3,False,False
672,1,1,38,196,2,3,4,False,False
778,1,1,32,183,5,2,1,True,True
468,1,1,31,207,1,3,1,False,False
325,0,1,48,226,1,3,2,False,False
443,1,0,39,219,1,1,2,False,False
790,1,1,34,188,5,3,1,False,False
234,0,1,47,165,5,3,4,False,False
962,1,1,50,190,5,2,4,True,True
686,1,1,38,183,2,2,2,True,True
550,1,1,44,191,1,3,4,False,False
488,1,0,47,150,6,2,4,False,False
129,0,1,40,222,4,3,3,False,False
57,0,0,44,205,5,3,3,False,False
246,1,0,30,218,1,3,2,False,False
126,0,1,40,201,1,2,2,False,False
238,0,1,49,183,3,3,1,False,False
369,1,1,32,193,3,2,2,True,True
466,1,1,32,191,3,2,2,True,True
797,1,1,36,183,4,2,1,True,True
358,1,1,30,218,2,3,1,False,False
250,0,1,54,197,4,1,1,False,False
292,0,0,53,176,5,1,3,False,False
800,1,1,37,200,6,1,3,True,True
490,1,0,46,163,1,3,2,False,False
119,0,1,35,192,5,1,3,False,False
46,1,0,47,161,2,2,4,False,False
530,1,1,47,180,5,3,4,False,False
348,1,1,33,161,6,3,3,False,False
72,1,1,39,201,4,1,3,False,False
234,0,1,47,165,5,3,4,False,False
288,0,0,44,169,1,2,3,False,False
843,1,1,52,198,4,1,2,False,False
913,1,1,52,192,3,1,1,False,False
152,1,0,37,208,3,3,4,False,False
838,1,1,35,192,3,2,3,True,True
71,1,1,53,198,1,2,1,False,False
381,0,1,33,212,6,3,2,False,False
651,1,1,54,183,5,1,1,False,False
611,1,1,38,190,6,3,3,False,False
348,1,1,33,161,6,3,3,False,False
339,1,0,32,210,4,3,1,False,False
683,1,1,46,192,2,3,1,False,False
286,0,0,49,168,5,3,3,False,False
373,1,1,42,226,3,2,2,False,False
370,1,0,55,152,6,2,1,False,False
592,1,1,39,189,1,1,3,True,True
372,0,0,45,175,4,2,3,False,False
420,1,1,50,191,2,3,2,False,False
3,0,1,30,177,5,3,3,False,False
95,0,0,32,163,6,1,4,False,False
804,1,1,54,195,6,1,3,False,False
245,1,1,40,166,3,2,4,False,False
162,0,0,44,201,5,1,4,False,False
123,1,1,53,170,3,1,1,False,False
94,0,0,35,197,3,2,2,False,False
738,1,1,40,186,6,2,2,True,True
826,1,1,43,180,1,2,1,True,True
965,1,1,30,200,6,1,3,True,True
198,0,0,50,154,5,2,4,False,False
389,1,0,51,173,2,2,4,False,False
955,1,1,43,186,1,3,2,False,False
704,1,1,32,198,6,1,1,True,True
261,0,0,35,184,1,3,4,False,False
415,1,0,45,181,3,2,3,False,False
437,0,0,31,195,6,2,3,False,False
67,0,1,51,195,2,1,4,False,False
500,1,1,36,194,5,2,2,True,True
812,1,1,53,189,2,1,4,False,False
317,1,0,55,172,6,2,3,False,False
100,0,0,30,183,4,2,3,False,False
441,1,0,52,180,5,3,3,False,False
631,1,1,45,198,6,3,1,False,False
679,1,1,46,189,5,2,2,True,True
156,0,0,33,165,6,1,1,False,False
145,0,0,45,197,5,2,2,False,False
32,1,1,53,199,1,2,2,False,False
465,1,1,31,180,4,1,4,True,True
181,0,0,51,174,3,3,2,False,False
801,1,1,49,183,6,2,1,True,True
457,1,1,43,203,6,3,4,False,False
19,0,1,41,150,3,2,2,False,False
425,0,0,36,226,5,1,2,False,False
635,1,1,50,196,2,1,2,True,True
312,1,0,40,181,1,2,1,False,False
53,0,0,51,160,2,3,1,False,False
671,1,1,31,200,5,3,2,False,False
161,0,1,33,213,3,1,2,False,False
97,0,1,43,180,3,1,4,False,False
761,1,1,42,198,5,2,2,True,True
458,1,0,50,154,6,1,1,False,False
708,1,1,51,197,5,3,3,False,False
604,1,1,34,197,6,1,4,True,True
447,0,0,38,191,4,3,2,False,False
980,1,1,39,190,5,3,4,False,False
40,1,0,30,157,4,3,4,False,False
667,1,1,55,187,4,1,1,False,False
799,1,1,52,183,6,2,4,False,False
832,1,1,51,200,3,2,2,False,False
431,0,0,43,211,4,1,4,False,False
276,1,0,49,205,3,1,1,False,False
335,1,1,43,207,4,2,4,False,False
287,0,0,39,163,5,1,4,False,False
60,1,1,33,204,1,1,3,False,False
402,1,1,36,215,1,2,3,False,False
528,1,1,54,196,2,1,1,False,False
490,1,0,46,163,1,3,2,False,False
344,1,0,46,188,5,2,4,False,False
103,0,1,35,165,1,2,3,False,False
135,1,0,31,192,5,1,4,False,False
388,0,1,55,167,3,3,4,False,False
159,1,1,36,208,5,3,1,False,False
802,1,1,41,197,3,1,2,True,True
76,0,0,52,157,6,3,3,False,False
884,1,1,34,200,2,1,4,True,True
279,1,0,46,160,6,3,4,False,False
87,1,0,43,166,1,3,1,False,False
423,1,1,55,220,2,2,4,False,False
182,1,1,47,160,3,2,2,False,False
15,1,1,41,199,2,2,3,True,True
835,1,1,40,183,4,1,4,True,True
123,1,1,53,170,3,1,1,False,False
88,0,1,43,201,3,2,1,False,False
109,1,0,30,159,4,3,2,False,False
384,1,0,41,161,5,2,2,False,False
538,1,1,32,184,4,1,4,True,True
102,0,0,40,183,6,2,2,False,False
218,1,1,40,229,5,1,2,False,False
444,1,0,49,203,5,3,4,False,False
409,1,0,33,164,4,2,4,False,False
112,1,0,47,230,3,2,4,False,False
439,1,0,34,170,1,2,3,False,False
600,1,1,34,188,1,2,2,True,True
390,1,0,48,173,5,2,4,False,False
235,0,0,50,210,3,2,2,False,False
795,1,1,44,200,1,1,3,True,True
52,1,1,37,189,1,2,3,True,True
774,1,1,47,187,4,2,3,True,True
38,1,1,43,204,5,3,4,False,False
158,0,0,47,211,6,3,1,False,False
118,1,0,55,169,1,2,4,False,False
87,1,0,43,166,1,3,1,False,False
46,1,0,47,161,2,2,4,False,False
472,1,1,43,184,4,2,3,True,True
359,1,0,41,158,4,1,3,False,False
70,0,0,49,157,6,3,2,False,False
595,1,1,54,181,1,1,3,False,False
303,1,1,53,201,3,2,4,False,False
456,1,1,46,166,6,3,4,False,False
906,1,1,55,194,5,2,1,False,False
354,0,0,54,221,5,2,1,False,False
481,1,0,47,202,2,2,3,False,False
386,1,0,47,209,4,3,3,False,False
430,1,0,42,188,1,2,3,False,False
96,1,1,52,187,3,1,3,False,False
81,1,0,34,226,2,1,2,False,False
716,1,1,53,187,2,1,2,False,False
59,0,0,52,155,3,2,1,False,False
156,0,0,33,165,6,1,1,False,False
187,1,0,52,166,4,1,4,False,False
725,1,1,30,195,2,2,1,True,True
644,1,1,30,182,4,3,4,False,False
228,1,1,55,187,2,1,4,False,False
642,1,1,31,200,2,3,2,False,False
608,1,1,46,184,5,2,2,True,True
293,1,1,44,173,6,2,2,False,False
580,1,1,37,180,2,3,3,False,False
116,1,1,43,204,3,2,1,False,False
327,0,0,32,204,3,2,3,False,False
103,0,1,35,165,1,2,3,False,False
830,1,1,53,195,2,1,2,False,False
822,1,1,54,193,1,1,1,False,False
993,1,1,42,192,4,3,4,False,False
308,0,1,41,162,1,3,1,False,False
126,0,1,40,201,1,2,2,False,False
193,1,1,37,189,3,2,1,True,True
336,1,0,40,190,2,1,3,False,False
432,0,0,53,222,3,3,2,False,False
750,1,1,52,180,5,2,1,False,False
90,1,1,52,198,5,1,3,False,False
71,1,1,53,198,1,2,1,False,False
682,1,1,51,183,5,3,3,False,False
484,1,1,39,213,1,1,1,False,False
91,1,1,32,150,6,3,2,False,False
210,0,1,44,199,4,1,4,False,False
211,1,1,55,173,1,2,4,False,False
512,1,1,53,192,4,1,2,False,False
329,1,1,47,215,3,2,2,False,False
921,1,1,40,180,1,2,1,True,True
575,1,1,55,194,2,2,3,False,False
553,1,1,53,190,1,3,1,False,False
88,0,1,43,201,3,2,1,False,False
236,0,1,43,167,4,1,1,False,False
423,1,1,55,220,2,2,4,False,False
762,1,1,32,190,2,2,4,True,True
709,1,1,32,188,1,3,1,False,False
173,1,0,50,214,4,1,2,False,False
713,1,1,30,195,4,2,1,True,True
310,1,1,52,178,4,1,4,False,False
391,1,1,44,217,5,1,2,False,False
845,1,1,45,200,6,1,1,True,True
75,1,0,32,206,1,3,2,False,False
333,1,1,52,165,5,1,2,False,False
96,1,1,52,187,3,1,3,False,False
174,1,0,41,157,6,1,2,False,False
379,0,1,39,159,3,2,3,False,False
893,1,1,36,192,3,2,4,True,True
11,1,1,48,181,1,3,1,False,False
122,0,1,47,189,4,2,4,False,False
471,0,1,41,159,5,3,4,False,False
881,1,1,44,199,4,3,3,False,False
898,1,1,38,198,3,1,3,True,True
364,0,0,34,209,3,2,1,False,False
603,1,1,41,187,3,3,3,False,False
525,1,1,40,193,1,3,2,False,False
107,0,0,53,190,2,3,3,False,False
321,0,0,49,201,6,2,1,False,False
539,1,1,48,190,2,3,4,False,False
407,0,1,51,209,5,2,1,False,False
29,1,0,55,162,1,3,1,False,False
865,1,1,36,193,3,2,2,True,True
306,1,0,45,198,6,1,2,False,False
506,1,1,37,185,3,1,2,True,True
238,0,1,49,183,3,3,1,False,False
896,1,1,45,196,4,2,4,True,True
55,0,0,31,183,5,3,3,False,False
482,1,0,43,201,4,2,4,False,False
454,0,0,48,217,3,2,1,False,False
657,1,1,35,188,2,2,1,True,True
399,0,1,48,162,3,2,3,False,False
386,1,0,47,209,4,3,3,False,False
265,1,0,43,165,5,1,1,False,False
158,0,0,47,211,6,3,1,False,False
28,0,0,47,172,2,2,1,False,False
749,1,1,32,191,2,2,1,True,True
102,0,0,40,183,6,2,2,False,False
159,1,1,36,208,5,3,1,False,False
41,1,1,55,169,2,1,1,False,False
95,0,0,32,163,6,1,4,False,False
358,1,1,30,218,2,3,1,False,False
92,1,0,34,172,1,3,4,False,False
684,1,1,35,184,5,3,1,False,False
586,1,1,40,186,4,2,1,True,True
410,0,1,42,225,4,3,1,False,False
233,1,0,36,230,4,3,3,False,False
508,1,1,45,189,2,2,2,True,True
968,1,1,43,183,3,3,1,False,False
909,1,1,32,184,1,3,4,False,False
225,0,0,49,220,6,1,1,False,False
527,1,1,35,195,4,1,4,True,True
9,0,1,34,174,6,3,2,False,False
217,1,0,49,152,5,3,4,False,False
627,1,1,42,198,1,3,4,False,False
897,1,1,32,200,6,2,2,True,True
983,1,1,40,198,5,1,2,True,True
120,1,1,43,177,3,3,4,False,False
669,1,1,44,184,3,1,3,True,True
351,0,1,54,230,2,1,4,False,False
776,1,1,40,197,4,2,3,True,True
108,0,1,33,184,2,3,4,False,False
281,1,1,42,210,5,3,1,False,False
489,1,1,53,195,3,3,3,False,False
851,1,1,36,199,3,1,4,True,True
701,1,1,31,198,6,1,2,True,True
436,0,1,48,214,5,2,4,False,False
816,1,1,31,182,6,2,2,True,True
405,0,1,44,182,3,3,2,False,False
308,0,1,41,162,1,3,1,False,False
42,1,1,55,206,6,2,1,False,False
340,0,1,34,192,3,1,2,False,False
741,1,1,43,181,3,1,3,True,True
431,0,0,43,211,4,1,4,False,False
183,1,1,47,194,2,1,1,True,True
366,1,0,35,178,5,1,1,False,False
707,1,1,45,187,1,3,2,False,False
125,1,0,35,193,3,1,4,False,False
260,1,0,52,227,1,3,2,False,False
728,1,1,33,185,6,1,2,True,True
166,0,1,47,157,4,1,1,False,False
453,1,0,54,219,5,3,4,False,False
343,0,1,52,183,1,3,3,False,False
640,1,1,44,190,3,3,1,False,False
765,1,1,39,194,5,1,3,True,True
473,0,1,30,224,3,3,2,False,False
427,1,1,34,222,4,1,2,False,False
387,1,1,39,208,5,3,3,False,False
215,1,1,42,166,1,3,1,False,False
33,0,1,41,180,3,3,4,False,False
117,0,0,46,220,1,2,2,False,False
905,1,1,30,191,3,3,3,False,False
739,1,1,31,189,1,3,4,False,False
349,0,0,46,160,5,2,1,False,False
995,1,1,44,186,1,1,1,True,True
377,0,0,35,209,6,3,2,False,False
900,1,1,50,180,1,1,3,True,True
641,1,1,51,193,3,1,1,False,False
12,0,1,42,222,4,2,3,False,False
428,1,0,34,163,4,3,1,False,False
140,1,1,53,194,5,1,4,False,False
637,1,1,50,194,6,3,1,False,False
939,1,1,35,195,1,3,1,False,False
597,1,1,35,193,3,2,4,True,True
16,0,1,48,152,3,2,4,False,False
341,1,1,34,170,5,2,4,False,False
495,1,1,33,182,6,1,3,True,True
168,0,0,34,220,2,2,3,False,False
985,1,1,35,188,1,3,1,False,False
283,1,1,46,179,2,3,4,False,False
253,0,1,46,173,1,1,1,False,False
205,0,0,42,175,2,2,3,False,False
411,1,0,54,211,6,2,4,False,False
69,1,1,39,171,1,3,1,False,False
346,0,1,42,179,2,2,1,False,False
417,1,1,47,186,1,3,1,False,False
690,1,1,45,195,1,1,1,True,True
583,1,1,45,193,1,2,4,True,True
496,1,0,47,200,4,2,4,False,False
41,1,1,55,169,2,1,1,False,False
144,0,0,39,155,3,1,1,False,False
854,1,1,32,182,4,2,3,True,True
994,1,1,51,190,5,3,3,False,False
215,1,1,42,166,1,3,1,False,False
422,1,1,49,188,3,3,2,False,False
306,1,0,45,198,6,1,2,False,False
351,0,1,54,230,2,1,4,False,False
966,1,1,40,192,1,1,1,True,True
882,1,1,43,192,3,3,2,False,False
67,0,1,51,195,2,1,4,False,False
581,1,1,40,184,6,3,1,False,False
92,1,0,34,172,1,3,4,False,False
673,1,1,34,199,3,1,3,True,True
449,1,0,42,161,3,2,4,False,False
987,1,1,32,183,1,1,4,True,True
261,0,0,35,184,1,3,4,False,False
585,1,1,45,193,4,1,2,True,True
311,0,1,45,199,4,3,4,False,False
136,1,1,31,203,2,2,3,False,False
572,1,1,31,192,4,2,1,True,True
999,1,1,32,195,1,3,3,False,False
568,1,1,47,184,5,2,1,True,True
529,1,1,54,190,4,3,2,False,False
877,1,1,43,198,1,1,3,True,True
633,1,1,43,188,5,2,4,True,True
286,0,0,49,168,5,3,3,False,False
416,1,1,48,152,3,2,4,False,False
97,0,1,43,180,3,1,4,False,False
945,1,1,45,194,3,3,2,False,False
469,0,1,49,182,1,3,1,False,False
772,1,1,54,193,3,2,1,False,False
173,1,0,50,214,4,1,2,False,False
44,0,0,48,209,2,1,2,False,False
815,1,1,40,182,6,2,3,True,True
36,0,0,43,224,6,1,1,False,False
305,0,1,33,170,6,1,3,False,False
403,0,0,39,155,6,3,1,False,False
456,1,1,46,166,6,3,4,False,False
982,1,1,52,188,1,1,4,False,False
652,1,1,51,196,2,3,1,False,False
724,1,1,41,189,6,3,3,False,False
823,1,1,44,190,3,2,4,True,True
511,1,1,40,198,3,3,2,False,False
16,0,1,48,152,3,2,4,False,False
128,0,0,36,223,2,3,1,False,False
365,1,0,52,230,3,1,1,False,False
284,0,1,55,196,1,3,4,False,False
394,1,0,48,159,3,3,2,False,False
355,0,1,44,220,4,3,3,False,False
291,0,0,30,155,3,3,2,False,False
488,1,0,47,150,6,2,4,False,False
899,1,1,38,196,2,3,2,False,False
314,1,0,50,170,3,3,1,False,False
867,1,1,43,185,3,2,1,True,True
438,0,0,48,189,5,1,2,False,False
872,1,1,30,189,2,3,2,False,False
23,1,1,38,191,4,3,2,False,False
140,1,1,53,194,5,1,4,False,False
209,1,0,51,186,5,2,2,False,False
394,1,0,48,159,3,3,2,False,False
219,1,1,32,216,5,1,1,False,False
735,1,1,43,189,4,2,4,True,True
120,1,1,43,177,3,3,4,False,False
467,1,1,55,216,1,3,4,False,False
337,0,0,39,218,2,2,4,False,False
904,1,1,45,186,4,1,1,True,True
241,0,0,32,193,3,1,2,False,False
216,1,0,35,177,6,3,3,False,False
224,0,1,46,221,6,1,2,False,False
407,0,1,51,209,5,2,1,False,False
902,1,1,40,181,5,3,2,False,False
89,0,0,44,188,3,1,2,False,False
523,1,1,44,188,5,2,4,True,True
480,1,1,41,169,4,3,1,False,False
17,0,1,40,210,2,3,4,False,False
457,1,1,43,203,6,3,4,False,False
285,0,1,46,228,1,2,3,False,False
414,1,1,36,222,6,2,2,False,False
455,0,0,41,197,3,3,2,False,False
116,1,1,43,204,3,2,1,False,False
21,1,0,53,168,1,3,4,False,False
466,1,1,32,191,3,2,2,True,True
860,1,1,48,184,6,1,1,True,True
607,1,1,41,187,1,1,4,True,True
226,1,1,53,208,1,2,1,False,False
63,1,1,42,202,5,3,4,False,False
486,1,1,54,192,6,1,1,False,False
370,1,0,55,152,6,2,1,False,False
489,1,1,53,195,3,3,3,False,False
910,1,1,30,200,2,3,3,False,False
848,1,1,47,180,4,2,3,True,True
557,1,1,47,190,1,3,1,False,False
64,1,1,34,159,3,1,4,False,False
721,1,1,42,198,5,2,3,True,True
225,0,0,49,220,6,1,1,False,False
352,1,0,53,192,5,3,1,False,False
30,0,1,34,203,6,2,1,False,False
290,1,1,51,211,5,2,2,False,False
971,1,1,54,189,3,3,3,False,False
277,1,1,50,229,5,3,2,False,False
55,0,0,31,183,5,3,3,False,False
420,1,1,50,191,2,3,2,False,False
66,0,1,48,181,2,2,4,False,False
849,1,1,37,183,2,1,1,True,True
559,1,1,39,196,5,1,2,True,True
175,0,0,30,199,2,3,1,False,False
331,0,1,33,201,2,1,2,False,False
737,1,1,45,190,5,1,3,True,True
265,1,0,43,165,5,1,1,False,False
345,0,0,47,177,5,1,3,False,False
377,0,0,35,209,6,3,2,False,False
84,1,1,55,198,1,3,3,False,False
814,1,1,42,182,4,2,1,True,True
275,1,1,53,153,4,2,3,False,False
755,1,1,34,197,2,3,3,False,False
249,1,0,41,167,1,1,2,False,False
579,1,1,55,184,3,2,4,False,False
439,1,0,34,170,1,2,3,False,False
39,0,1,35,177,4,3,2,False,False
505,1,1,50,195,5,2,3,True,True
124,0,1,41,155,4,3,1,False,False
470,0,0,45,186,2,1,4,False,False
192,1,0,44,209,3,1,4,False,False
190,0,0,45,199,4,3,1,False,False
846,1,1,35,188,6,2,2,True,True
248,1,0,39,215,6,1,1,False,False
82,1,1,33,197,2,2,3,True,True
229,0,1,44,208,1,3,1,False,False
315,1,1,35,167,4,3,4,False,False
361,0,1,33,179,5,1,1,False,False
278,1,0,43,210,2,2,1,False,False
134,1,1,41,227,4,3,1,False,False
368,1,1,41,210,2,2,4,False,False
660,1,1,30,194,2,3,4,False,False
50,1,0,30,192,5,1,2,False,False
577,1,1,54,199,4,2,1,False,False
93,1,0,31,202,4,1,1,False,False
388,0,1,55,167,3,3,4,False,False
146,0,1,38,205,1,3,3,False,False
138,0,1,46,217,3,1,3,False,False
587,1,1,55,195,2,3,1,False,False
35,0,1,39,227,5,1,4,False,False
273,0,0,53,228,1,3,4,False,False
413,1,1,49,229,4,3,3,False,False
786,1,1,39,192,1,3,4,False,False
203,1,1,46,157,4,3,2,False,False
602,1,1,33,187,5,3,4,False,False
972,1,1,44,180,1,2,2,True,True
25,1,1,35,219,3,3,2,False,False
476,1,1,36,211,1,3,4,False,False
503,1,1,46,199,2,1,1,True,True
142,1,0,33,225,6,2,4,False,False
443,1,0,39,219,1,1,2,False,False
172,1,1,54,198,5,2,1,False,False
917,1,1,38,186,1,1,3,True,True
483,1,0,31,153,2,1,3,False,False
811,1,1,30,181,5,1,3,True,True
98,1,1,50,201,5,1,1,False,False
658,1,1,40,199,2,1,4,True,True
793,1,1,31,197,6,2,3,True,True
212,1,1,43,151,6,2,1,False,False
449,1,0,42,161,3,2,4,False,False
171,1,0,31,155,4,3,2,False,False
133,1,0,36,200,6,3,2,False,False
837,1,1,30,192,4,2,4,True,True
936,1,1,34,189,3,3,2,False,False
304,0,1,53,178,5,2,3,False,False
278,1,0,43,210,2,2,1,False,False
712,1,1,53,198,5,3,1,False,False
111,0,0,40,183,1,3,4,False,False
401,1,0,55,201,2,3,1,False,False
868,1,1,32,180,1,1,2,True,True
213,1,0,35,218,2,3,1,False,False
798,1,1,35,185,2,3,1,False,False
481,1,0,47,202,2,2,3,False,False
177,1,0,36,192,6,2,2,False,False
153,0,0,42,177,6,1,4,False,False
183,1,1,47,194,2,1,1,True,True
957,1,1,48,183,6,2,1,True,True
373,1,1,42,226,3,2,2,False,False
618,1,1,51,192,1,3,2,False,False
371,0,1,38,161,3,1,4,False,False
178,1,0,44,205,4,3,3,False,False
510,1,1,32,196,5,3,4,False,False
392,0,1,45,162,5,1,2,False,False
79,0,0,30,193,5,1,3,False,False
661,1,1,41,191,1,1,1,True,True
454,0,0,48,217,3,2,1,False,False
209,1,0,51,186,5,2,2,False,False
492,0,0,38,195,1,3,3,False,False
264,0,0,30,191,6,3,2,False,False
264,0,0,30,191,6,3,2,False,False
21,1,0,53,168,1,3,4,False,False
