,baked,weight,speed,temperature,size,color,flavor,Y,predict
819,1,1,48,182,5,2,3,True,True
620,1,1,50,183,6,3,1,True,True
584,1,1,55,183,4,1,2,True,True
447,1,0,44,153,2,3,4,False,False
426,1,1,42,160,4,3,2,False,False
133,1,1,33,171,1,2,4,False,False
542,1,1,52,186,3,3,1,True,True
167,0,1,30,183,6,3,3,False,False
270,1,1,40,222,2,1,3,False,False
256,1,0,48,219,5,1,4,False,False
505,1,1,51,187,1,1,2,True,True
688,1,1,52,185,5,2,2,True,True
904,1,1,33,196,5,2,3,True,True
713,1,1,51,191,5,3,3,True,True
723,1,1,42,193,5,3,2,True,True
497,0,1,38,161,3,1,1,False,False
137,1,0,41,222,1,3,2,False,False
835,1,1,48,189,6,1,1,True,True
31,0,0,50,216,4,2,3,False,False
342,0,0,45,165,4,1,1,False,False
770,1,1,30,191,6,3,3,True,True
131,0,1,33,187,5,3,3,False,False
538,1,1,55,187,1,1,2,True,True
86,0,0,51,162,4,3,2,False,False
743,1,1,37,183,1,3,1,True,True
397,1,0,48,217,3,3,3,False,False
301,1,1,49,209,1,2,1,False,False
745,1,1,35,188,4,3,2,True,True
204,1,1,33,203,6,2,2,True,True
997,1,1,49,197,6,2,3,True,True
870,1,1,34,186,3,1,3,True,True
235,0,0,40,218,1,1,4,False,False
905,1,1,38,197,3,2,2,True,True
493,0,0,47,186,2,1,2,False,False
21,0,1,30,230,2,1,1,False,False
215,1,0,51,213,6,2,1,False,False
317,1,1,31,223,5,3,1,False,False
141,0,1,51,226,1,1,4,False,False
513,1,1,33,184,6,3,3,True,True
453,0,0,51,181,5,3,1,False,False
990,1,1,37,194,3,1,2,True,True
511,1,1,47,181,4,2,1,True,True
476,1,1,38,169,5,3,3,False,False
386,1,0,41,207,4,2,3,False,False
56,1,1,40,186,3,2,3,True,True
739,1,1,40,198,5,1,1,True,True
177,1,0,30,212,3,3,1,False,False
425,1,1,38,190,4,2,4,True,True
915,1,1,34,181,4,3,2,True,True
667,1,1,41,197,2,3,3,True,True
18,0,1,42,169,3,3,2,False,False
254,0,1,32,224,3,3,1,False,False
315,1,0,30,215,2,1,1,False,False
165,1,0,33,178,5,3,4,False,False
283,0,1,42,171,3,2,4,False,False
963,1,1,40,181,5,1,1,True,True
564,1,1,31,187,5,3,1,True,True
398,0,0,55,196,5,2,3,False,False
599,1,1,44,200,5,2,1,True,True
618,1,1,34,196,1,1,2,True,True
379,1,1,33,197,5,1,1,True,True
678,1,1,48,188,6,2,2,True,True
339,1,1,37,208,3,2,2,True,True
12,0,1,47,162,3,3,3,False,False
507,1,1,37,186,1,2,3,True,True
35,1,1,34,229,1,1,2,False,False
119,0,1,35,173,6,1,3,False,False
576,1,1,32,199,4,2,1,True,True
123,1,1,32,185,1,1,1,True,True
149,1,1,51,180,4,3,3,True,True
190,0,1,52,188,6,2,1,False,False
106,0,1,36,183,6,1,2,False,False
295,0,1,52,171,1,2,2,False,False
916,1,1,55,198,6,2,3,False,False
350,0,0,44,181,1,1,3,False,False
145,1,0,42,212,2,3,4,False,False
883,1,1,36,200,6,1,2,True,True
135,1,1,50,173,5,3,1,True,True
93,0,0,46,210,3,3,1,False,False
204,1,1,33,203,6,2,2,True,True
151,0,0,49,215,2,2,2,False,False
964,1,1,48,194,6,2,1,True,True
286,0,1,45,184,1,1,4,False,False
314,1,1,34,188,4,3,3,True,True
480,0,0,40,187,4,1,2,False,False
448,0,0,51,174,5,2,3,False,False
377,0,0,54,192,6,2,4,False,False
697,1,1,47,197,5,1,1,True,True
877,1,1,41,183,5,1,3,True,True
63,1,1,40,152,2,3,4,False,False
900,1,1,34,194,6,1,3,True,True
279,0,1,35,165,6,3,1,False,False
967,1,1,42,185,4,1,1,True,True
539,1,1,54,198,3,3,2,False,True
621,1,1,47,187,2,1,3,True,True
191,0,0,34,205,1,3,3,False,False
600,1,1,38,197,1,3,3,True,True
161,1,1,46,200,6,3,4,True,True
559,1,1,42,199,6,3,1,True,True
436,0,1,34,158,3,3,3,False,False
16,0,1,48,182,1,2,3,False,False
439,1,1,37,228,1,2,3,False,False
389,0,0,42,200,6,1,1,False,False
984,1,1,52,184,2,1,4,True,True
460,0,1,40,167,2,3,4,False,False
414,0,1,52,212,4,2,1,False,False
411,0,1,40,227,2,1,3,False,False
100,1,0,52,183,3,1,3,False,False
473,1,0,32,208,3,1,4,False,False
120,0,1,46,157,4,2,4,False,False
491,0,0,54,229,2,2,2,False,False
563,1,1,54,188,2,1,4,True,True
131,0,1,33,187,5,3,3,False,False
585,1,1,38,182,1,2,2,True,True
459,1,0,53,227,4,2,4,False,False
226,1,0,37,223,3,3,4,False,False
754,1,1,41,187,2,1,4,True,True
108,0,1,31,229,3,1,1,False,False
388,1,0,50,182,5,1,4,False,False
129,1,1,40,209,4,3,4,True,True
619,1,1,45,190,2,3,2,True,True
29,1,1,49,169,2,3,3,True,False
404,0,0,45,189,4,1,2,False,False
276,1,1,31,156,4,2,2,False,False
149,1,1,51,180,4,3,3,True,True
666,1,1,39,193,4,1,3,True,True
193,0,0,46,218,1,3,1,False,False
57,0,1,47,158,1,3,1,False,False
574,1,1,49,190,6,3,1,True,True
738,1,1,49,181,3,3,3,True,True
478,0,0,34,203,1,2,4,False,False
11,1,0,35,171,4,2,2,False,False
57,0,1,47,158,1,3,1,False,False
980,1,1,40,195,3,1,1,True,True
13,0,0,54,153,3,3,3,False,False
534,1,1,54,186,3,1,3,True,True
521,1,1,53,194,3,2,2,True,True
589,1,1,47,193,2,2,2,True,True
485,0,1,35,216,6,3,1,False,False
34,0,0,43,198,6,3,2,False,False
50,0,1,51,222,2,2,1,False,False
991,1,1,54,197,6,1,1,False,True
146,1,1,38,202,1,1,4,True,True
242,1,0,50,209,6,2,4,False,False
413,1,1,52,158,1,1,1,True,True
268,0,1,31,210,4,3,1,False,False
354,0,0,36,156,1,2,4,False,False
289,0,1,39,204,3,1,4,False,False
802,1,1,54,183,6,2,4,True,True
115,1,0,45,184,5,3,2,False,False
165,1,0,33,178,5,3,4,False,False
256,1,0,48,219,5,1,4,False,False
853,1,1,44,186,4,1,1,True,True
202,1,1,43,156,5,3,4,False,False
253,0,0,34,226,2,1,1,False,False
128,0,1,54,185,2,2,2,False,False
906,1,1,50,197,4,1,2,True,True
389,0,0,42,200,6,1,1,False,False
483,1,1,44,211,1,3,3,False,False
168,0,0,36,222,6,3,1,False,False
464,0,1,33,219,4,1,3,False,False
893,1,1,49,184,3,2,2,True,True
208,1,1,37,173,6,3,1,True,True
145,1,0,42,212,2,3,4,False,False
547,1,1,37,186,3,2,1,True,True
329,0,1,42,178,5,3,2,False,False
929,1,1,50,198,1,3,3,True,True
803,1,1,37,192,6,2,3,True,True
157,0,0,33,206,2,2,3,False,False
284,0,0,33,221,1,3,4,False,False
251,0,1,50,225,4,1,3,False,False
932,1,1,40,199,3,1,2,True,True
463,0,0,35,204,6,2,4,False,False
100,1,0,52,183,3,1,3,False,False
525,1,1,53,182,5,2,3,True,True
150,1,1,51,203,1,2,2,False,False
636,1,1,37,182,2,3,4,True,True
857,1,1,47,199,5,2,3,True,True
415,0,0,55,183,4,1,4,False,False
679,1,1,53,191,2,2,1,True,True
774,1,1,34,194,3,1,1,True,True
280,1,1,40,167,2,3,2,False,False
471,1,1,52,159,5,3,4,True,True
658,1,1,32,181,5,2,4,True,True
173,0,1,51,212,3,3,1,False,False
318,0,0,39,178,6,3,3,False,False
934,1,1,44,191,3,2,3,True,True
406,1,0,31,215,2,1,1,False,False
231,0,0,38,222,6,3,1,False,False
410,0,0,51,221,2,3,3,False,False
701,1,1,54,188,6,3,3,True,True
660,1,1,49,185,2,2,2,True,True
537,1,1,49,195,2,3,3,True,True
726,1,1,55,193,2,3,3,True,True
230,0,0,52,195,5,1,2,False,False
615,1,1,52,195,6,3,3,True,True
366,1,1,32,153,6,3,2,False,False
201,0,0,37,164,2,3,4,False,False
462,1,1,50,169,4,2,4,True,True
229,0,1,37,226,5,2,3,False,False
146,1,1,38,202,1,1,4,True,True
430,0,0,52,173,6,3,1,False,False
0,0,1,34,175,5,2,2,False,False
307,0,1,40,219,3,3,1,False,False
960,1,1,38,184,3,1,2,True,True
441,0,1,42,214,5,1,2,False,False
718,1,1,34,182,5,2,2,True,True
320,1,0,55,174,1,2,4,False,False
674,1,1,55,184,5,3,3,True,True
80,1,0,47,170,3,2,4,False,False
418,0,1,47,160,1,1,3,False,False
862,1,1,54,198,5,2,1,False,True
38,1,0,42,181,1,3,4,False,False
530,1,1,35,192,1,3,3,True,True
244,1,0,42,230,3,1,1,False,False
2,1,0,41,162,5,1,3,False,False
945,1,1,46,190,3,1,4,True,True
482,0,1,53,157,5,3,3,False,False
287,0,0,52,221,1,1,4,False,False
706,1,1,47,191,3,1,1,True,True
572,1,1,44,180,1,1,2,True,True
622,1,1,51,199,6,2,3,True,True
742,1,1,53,187,3,1,3,True,True
180,0,1,32,210,5,2,4,False,False
81,0,1,34,180,1,1,3,False,False
62,1,0,53,213,2,1,3,False,False
248,1,1,46,207,5,3,4,False,False
356,1,0,47,166,3,2,4,False,False
41,0,0,39,207,5,1,1,False,False
478,0,0,34,203,1,2,4,False,False
166,1,1,50,192,3,2,4,True,True
489,0,1,39,189,5,1,2,False,False
239,0,1,34,151,5,2,1,False,False
418,0,1,47,160,1,1,3,False,False
665,1,1,48,188,3,2,4,True,True
156,0,0,43,219,1,3,4,False,False
81,0,1,34,180,1,1,3,False,False
271,0,1,39,230,2,1,3,False,False
690,1,1,54,199,6,2,4,False,False
675,1,1,40,189,5,2,3,True,True
529,1,1,41,186,2,2,4,True,True
884,1,1,52,181,5,3,4,True,True
484,0,0,54,178,1,3,1,False,False
350,0,0,44,181,1,1,3,False,False
841,1,1,53,194,3,3,3,True,True
194,0,1,32,191,1,3,3,False,False
212,1,1,50,172,4,1,3,True,True
528,1,1,35,181,5,1,2,True,True
196,0,1,38,175,6,3,1,False,False
199,0,0,50,161,5,1,3,False,False
441,0,1,42,214,5,1,2,False,False
496,0,1,33,169,3,1,4,False,False
606,1,1,53,187,6,3,4,True,True
974,1,1,39,188,2,1,4,True,True
299,0,1,52,208,6,3,1,False,False
356,1,0,47,166,3,2,4,False,False
646,1,1,51,197,5,3,1,True,True
753,1,1,52,186,1,1,3,True,True
416,1,0,35,158,1,2,3,False,False
158,1,1,38,197,4,1,1,True,True
58,1,0,39,194,3,1,3,False,False
192,0,0,51,228,3,2,4,False,False
703,1,1,51,181,3,2,2,True,True
735,1,1,43,185,4,1,3,True,True
27,0,0,47,214,2,2,2,False,False
536,1,1,43,189,4,3,1,True,True
799,1,1,32,181,2,2,2,True,True
429,0,0,43,208,3,3,4,False,False
176,0,0,41,229,3,2,1,False,False
186,0,1,42,219,1,1,4,False,False
170,1,1,55,188,3,1,4,True,True
117,0,0,36,230,1,1,4,False,False
392,1,0,55,200,1,3,1,False,False
320,1,0,55,174,1,2,4,False,False
484,0,0,54,178,1,3,1,False,False
31,0,0,50,216,4,2,3,False,False
461,0,0,45,176,4,2,1,False,False
370,0,1,42,191,5,1,1,False,False
12,0,1,47,162,3,3,3,False,False
84,0,0,55,192,6,3,1,False,False
719,1,1,53,197,2,1,3,True,True
487,0,1,49,213,6,2,3,False,False
517,1,1,39,191,3,2,3,True,True
109,0,1,39,156,2,1,2,False,False
951,1,1,51,189,5,1,3,True,True
125,0,1,39,161,6,1,3,False,False
734,1,1,38,190,4,2,3,True,True
136,1,1,39,205,2,3,4,True,True
210,1,0,50,219,2,2,1,False,False
58,1,0,39,194,3,1,3,False,False
473,1,0,32,208,3,1,4,False,False
79,0,0,44,210,5,1,1,False,False
189,1,1,30,227,2,3,3,False,False
434,0,1,38,219,4,3,3,False,False
379,1,1,33,197,5,1,1,True,True
437,1,0,55,157,2,3,4,False,False
401,0,0,40,222,1,2,3,False,False
586,1,1,39,196,5,3,2,True,True
142,0,1,47,209,2,1,2,False,False
85,1,0,51,225,3,2,1,False,False
357,0,1,37,154,4,2,1,False,False
205,1,1,39,164,2,1,2,False,False
358,1,0,38,151,4,3,1,False,False
450,1,0,55,162,1,1,2,False,False
832,1,1,40,188,5,1,4,True,True
558,1,1,51,193,4,1,3,True,True
60,0,0,46,215,4,1,4,False,False
498,1,0,46,192,1,3,1,False,False
733,1,1,35,182,1,3,2,True,True
37,0,0,30,175,4,1,3,False,False
611,1,1,35,195,6,2,2,True,True
221,0,1,53,226,3,2,3,False,False
532,1,1,35,187,4,2,2,True,True
306,1,0,38,224,6,1,2,False,False
455,0,0,53,222,2,2,2,False,False
206,0,0,55,189,1,1,3,False,False
39,0,1,35,227,2,1,2,False,False
213,0,0,53,206,3,2,4,False,False
669,1,1,42,185,5,1,2,True,True
234,1,1,49,188,1,3,2,True,True
939,1,1,44,192,1,2,2,True,True
640,1,1,36,180,2,3,2,True,True
37,0,0,30,175,4,1,3,False,False
29,1,1,49,169,2,3,3,True,False
672,1,1,40,187,1,1,2,True,True
26,0,0,55,206,2,2,4,False,False
962,1,1,36,200,4,1,2,True,True
940,1,1,45,199,6,1,3,True,True
300,0,1,47,153,4,1,1,False,False
106,0,1,36,183,6,1,2,False,False
461,0,0,45,176,4,2,1,False,False
685,1,1,41,180,4,3,3,True,True
223,0,1,42,183,6,2,4,False,False
291,0,1,55,159,6,3,4,False,False
661,1,1,41,188,1,2,4,True,True
188,1,1,55,175,5,3,1,True,True
243,0,1,39,201,3,2,2,False,False
759,1,1,48,189,3,3,1,True,True
19,0,1,33,217,1,1,2,False,False
275,0,1,30,199,5,3,1,False,False
450,1,0,55,162,1,1,2,False,False
567,1,1,32,197,4,1,3,True,True
881,1,1,41,190,1,2,2,True,True
978,1,1,54,186,2,2,3,True,True
11,1,0,35,171,4,2,2,False,False
670,1,1,49,199,1,2,3,True,True
747,1,1,47,182,6,1,1,True,True
930,1,1,40,199,5,1,1,True,True
920,1,1,50,182,5,2,3,True,True
266,1,0,41,199,4,1,2,False,False
943,1,1,53,188,1,1,3,True,True
45,1,1,51,218,6,3,1,False,False
699,1,1,49,197,1,1,3,True,True
475,1,0,51,164,1,1,1,False,False
765,1,1,50,182,1,2,4,True,True
283,0,1,42,171,3,2,4,False,False
936,1,1,47,193,4,2,3,True,True
47,1,0,37,223,1,1,3,False,False
331,1,0,30,198,1,3,3,False,False
573,1,1,48,181,3,3,1,True,True
476,1,1,38,169,5,3,3,False,False
410,0,0,51,221,2,3,3,False,False
242,1,0,50,209,6,2,4,False,False
794,1,1,51,181,2,2,1,True,True
110,1,1,51,206,3,3,1,False,False
190,0,1,52,188,6,2,1,False,False
78,1,1,31,170,4,1,4,False,False
47,1,0,37,223,1,1,3,False,False
365,0,0,47,169,4,1,3,False,False
899,1,1,53,197,3,2,3,True,True
7,1,0,40,205,3,1,2,False,False
211,1,0,54,189,6,2,3,False,False
224,1,0,35,158,6,1,4,False,False
113,0,1,32,197,3,1,2,False,False
815,1,1,31,184,2,3,4,True,True
221,0,1,53,226,3,2,3,False,False
73,0,0,51,190,1,2,1,False,False
344,1,0,32,200,6,3,2,False,False
127,0,0,53,194,5,3,4,False,False
1,1,0,54,168,4,3,3,False,False
889,1,1,41,198,6,2,1,True,True
203,0,0,46,188,1,1,3,False,False
591,1,1,32,195,5,2,3,True,True
93,0,0,46,210,3,3,1,False,False
466,1,0,43,178,3,3,2,False,False
327,0,1,44,222,6,1,4,False,False
152,0,0,49,171,1,2,4,False,False
170,1,1,55,188,3,1,4,True,True
50,0,1,51,222,2,2,1,False,False
871,1,1,51,197,3,1,1,True,True
243,0,1,39,201,3,2,2,False,False
335,1,0,42,186,3,2,1,False,False
141,0,1,51,226,1,1,4,False,False
682,1,1,32,189,2,1,4,True,True
272,1,0,52,175,5,2,1,False,False
82,1,0,51,196,3,1,3,False,False
502,1,1,34,184,1,3,4,True,True
850,1,1,31,183,2,2,4,True,True
784,1,1,55,187,1,2,2,True,True
811,1,1,38,189,3,1,4,True,True
188,1,1,55,175,5,3,1,True,True
830,1,1,41,197,5,2,1,True,True
902,1,1,39,200,4,1,1,True,True
779,1,1,33,184,1,2,4,True,True
483,1,1,44,211,1,3,3,False,False
795,1,1,45,198,4,3,2,True,True
111,1,1,53,205,2,2,3,False,False
172,1,0,41,214,4,3,4,False,False
463,0,0,35,204,6,2,4,False,False
497,0,1,38,161,3,1,1,False,False
560,1,1,52,200,4,2,3,False,False
322,0,0,46,195,2,3,1,False,False
107,0,1,41,224,2,1,2,False,False
184,1,0,53,189,4,2,4,False,False
159,1,0,48,195,1,1,2,False,False
336,0,1,31,205,4,3,2,False,False
272,1,0,52,175,5,2,1,False,False
271,0,1,39,230,2,1,3,False,False
370,0,1,42,191,5,1,1,False,False
124,0,1,49,201,1,1,4,False,False
522,1,1,49,184,1,2,1,True,True
376,1,0,30,189,1,1,4,False,False
976,1,1,46,182,1,1,4,True,True
486,1,1,34,184,5,1,1,True,True
98,1,1,46,226,3,2,3,False,False
942,1,1,46,190,3,2,3,True,True
696,1,1,54,190,5,3,1,True,True
655,1,1,33,198,5,1,4,True,True
375,1,0,30,224,5,3,2,False,False
382,1,1,39,161,5,3,4,False,False
608,1,1,43,191,1,3,1,True,True
535,1,1,51,190,2,3,1,True,True
412,0,0,31,226,4,1,1,False,False
836,1,1,31,197,3,1,2,True,True
296,1,0,54,170,4,2,1,False,False
263,1,0,30,224,1,1,2,False,False
359,0,0,33,158,3,2,4,False,False
335,1,0,42,186,3,2,1,False,False
645,1,1,45,196,6,1,2,True,True
561,1,1,48,190,4,2,1,True,True
730,1,1,46,192,5,3,3,True,True
107,0,1,41,224,2,1,2,False,False
898,1,1,42,188,3,2,2,True,True
935,1,1,43,188,5,1,3,True,True
89,1,0,46,186,6,2,1,False,False
197,1,1,49,156,3,3,3,False,False
299,0,1,52,208,6,3,1,False,False
541,1,1,37,189,2,3,2,True,True
199,0,0,50,161,5,1,3,False,False
433,0,0,41,202,4,2,4,False,False
886,1,1,55,197,1,1,4,False,True
236,0,1,46,207,4,3,1,False,False
187,0,1,40,176,4,3,1,False,False
22,0,1,46,168,5,3,4,False,False
928,1,1,31,181,2,1,1,True,True
736,1,1,43,193,4,1,2,True,True
118,0,1,49,151,2,3,4,False,False
347,1,0,32,207,4,2,4,False,False
314,1,1,34,188,4,3,3,True,True
475,1,0,51,164,1,1,1,False,False
453,0,0,51,181,5,3,1,False,False
413,1,1,52,158,1,1,1,True,True
278,0,1,53,179,6,1,1,False,False
66,0,1,55,162,2,1,2,False,False
196,0,1,38,175,6,3,1,False,False
118,0,1,49,151,2,3,4,False,False
183,1,1,30,211,1,3,2,True,True
445,1,0,55,157,4,1,1,False,False
684,1,1,35,189,3,3,1,True,True
346,0,0,37,160,4,3,4,False,False
708,1,1,42,181,4,1,1,True,True
445,1,0,55,157,4,1,1,False,False
462,1,1,50,169,4,2,4,True,True
421,0,1,52,151,3,2,3,False,False
104,0,0,38,221,3,2,1,False,False
304,1,1,40,192,1,3,1,True,True
910,1,1,47,198,5,3,1,True,True
451,0,1,31,227,3,1,4,False,False
261,0,0,33,164,4,3,2,False,False
240,1,0,39,199,6,2,4,False,False
912,1,1,42,184,1,2,4,True,True
208,1,1,37,173,6,3,1,True,True
69,0,1,41,204,2,2,4,False,False
76,1,0,32,204,2,1,1,False,False
423,1,1,43,182,2,3,3,True,True
887,1,1,48,194,1,3,2,True,True
813,1,1,40,200,1,3,1,True,True
114,1,1,34,227,4,3,1,False,False
639,1,1,35,180,5,1,2,True,True
358,1,0,38,151,4,3,1,False,False
172,1,0,41,214,4,3,4,False,False
94,1,1,40,182,4,2,1,True,True
43,0,0,46,195,5,3,2,False,False
433,0,0,41,202,4,2,4,False,False
232,0,1,38,162,5,1,4,False,False
465,1,0,43,151,3,2,1,False,False
105,0,1,51,167,2,2,2,False,False
482,0,1,53,157,5,3,3,False,False
121,1,0,39,203,6,2,3,False,False
233,1,1,49,183,6,2,2,True,True
219,0,1,37,206,5,2,4,False,False
758,1,1,53,193,2,1,3,True,True
494,0,0,30,196,2,1,1,False,False
65,1,0,53,168,3,1,3,False,False
352,1,0,42,163,2,3,4,False,False
40,0,0,44,222,3,3,2,False,False
526,1,1,41,190,4,1,1,True,True
35,1,1,34,229,1,1,2,False,False
153,1,0,36,161,4,1,3,False,False
137,1,0,41,222,1,3,2,False,False
49,0,0,55,222,6,3,1,False,False
423,1,1,43,182,2,3,3,True,True
637,1,1,53,184,1,1,1,True,True
580,1,1,51,186,4,2,1,True,True
