,baked,weight,speed,temperature,size,color,flavor,Y,predict
406,0,0,39,206.0,6,1,2,False,False
375,0,1,39,167.0,2,1,2,False,False
273,1,1,40,187.0,5,2,2,True,False
593,1,1,44,191.0,2,1,1,True,True
706,1,1,44,199.0,5,2,2,True,False
218,1,0,41,223.0,4,3,4,False,False
661,1,1,45,192.0,6,2,4,True,False
917,1,1,35,200.0,4,3,3,True,False
421,1,0,40,150.0,4,1,4,False,False
653,1,1,55,183.0,2,1,3,False,True
322,1,1,37,164.0,4,2,4,False,False
755,1,1,46,200.0,2,2,2,True,False
624,1,1,42,185.0,5,2,1,True,False
207,1,0,33,204.0,2,3,2,False,False
437,0,0,53,170.0,4,2,1,False,False
693,1,1,43,187.0,6,2,1,True,False
362,0,0,41,185.0,4,3,2,False,True
297,0,1,45,217.0,2,3,1,False,False
576,1,1,43,184.0,6,1,1,True,False
126,0,1,54,228.0,1,2,3,False,True
346,1,1,54,191.0,5,3,3,False,False
250,1,0,35,207.0,3,3,2,False,False
947,1,1,32,183.0,1,3,1,True,False
246,0,0,35,153.0,4,2,4,False,True
112,1,0,34,230.0,1,3,3,False,True
674,1,1,40,195.0,4,2,2,True,False
748,1,1,42,182.0,1,1,3,True,False
459,1,1,53,163.0,5,1,2,False,False
596,1,1,31,195.0,1,1,1,True,False
127,1,1,38,213.0,3,3,1,False,False
887,1,1,52,188.0,1,1,2,False,False
331,1,0,54,230.0,3,3,3,False,True
820,1,1,38,196.0,1,2,4,True,True
33,1,1,39,215.0,5,2,3,False,False
349,1,1,48,223.0,2,2,1,False,True
246,0,0,35,153.0,4,2,4,False,True
69,1,1,55,212.0,2,3,2,False,False
474,0,1,43,223.0,1,2,4,False,False
604,1,1,35,189.0,6,3,1,True,True
426,0,0,33,220.0,2,3,3,False,True
154,0,0,51,163.0,6,2,2,False,True
71,0,1,43,168.0,5,1,4,False,True
132,0,1,30,181.0,6,2,3,False,True
326,0,0,53,214.0,2,2,2,False,False
140,1,0,43,180.0,2,2,3,False,False
42,0,0,50,197.0,1,1,4,False,True
738,1,1,48,182.0,5,1,2,True,True
11,1,0,33,157.0,6,1,2,False,False
59,1,0,34,165.0,5,3,1,False,False
116,0,1,39,227.0,4,3,3,False,False
718,1,1,38,188.0,1,1,3,True,False
134,1,1,34,216.0,4,1,1,False,False
249,0,0,31,198.0,6,3,3,False,True
314,1,1,34,222.0,1,2,1,False,False
366,0,0,48,217.0,5,3,3,False,False
446,0,1,53,181.0,1,3,4,False,False
424,1,1,36,177.0,6,1,2,False,False
77,0,0,51,157.0,6,2,3,False,True
196,1,1,55,157.0,1,3,3,False,False
43,0,0,35,170.0,6,1,3,False,False
58,1,1,50,208.0,6,3,2,False,False
686,1,1,40,189.0,1,3,4,True,False
341,0,1,42,220.0,1,2,4,False,True
386,0,0,53,212.0,5,2,2,False,False
123,0,1,51,218.0,3,1,2,False,True
374,0,0,30,189.0,4,2,4,False,False
586,1,1,33,190.0,2,2,2,True,True
582,1,1,50,183.0,1,1,3,True,False
355,1,1,53,175.0,4,3,2,False,False
231,0,1,31,159.0,6,2,2,False,False
799,1,1,54,200.0,3,2,3,False,False
26,1,1,52,167.0,6,2,1,False,True
487,1,1,32,165.0,3,2,3,False,True
870,1,1,44,196.0,1,3,2,True,False
235,1,0,42,210.0,3,2,4,False,False
716,1,1,35,181.0,3,3,3,True,True
305,0,1,50,215.0,4,2,4,False,False
137,0,0,49,180.0,2,2,3,False,False
39,0,1,41,159.0,6,1,4,False,False
37,0,0,30,191.0,6,2,3,False,False
657,1,1,44,193.0,4,1,1,True,False
720,1,1,39,190.0,1,1,4,True,True
366,0,0,48,217.0,5,3,3,False,False
128,0,1,39,207.0,4,1,3,False,True
702,1,1,42,183.0,1,2,4,True,True
375,0,1,39,167.0,2,1,2,False,False
529,1,1,47,196.0,4,1,1,True,False
414,0,0,30,206.0,5,2,2,False,False
467,0,0,45,184.0,5,1,2,False,False
490,1,0,44,215.0,5,1,2,False,False
201,0,0,36,165.0,6,2,1,False,False
433,1,1,55,182.0,5,3,3,False,True
351,0,1,46,181.0,6,3,3,False,False
282,0,1,32,202.0,6,3,3,False,False
685,1,1,44,185.0,6,1,4,True,True
772,1,1,34,189.0,6,1,1,True,False
652,1,1,48,196.0,4,2,4,True,False
438,1,1,49,164.0,1,3,1,False,True
82,0,0,44,153.0,4,2,4,False,True
382,0,0,32,166.0,6,1,1,False,False
367,0,0,45,199.0,3,2,2,False,False
838,1,1,38,188.0,1,1,2,True,False
439,0,0,30,171.0,2,2,1,False,False
87,0,1,37,216.0,1,2,2,False,False
472,1,0,37,192.0,6,1,4,False,False
270,1,0,31,170.0,3,1,2,False,False
431,0,0,32,229.0,3,2,4,False,True
779,1,1,35,199.0,5,3,4,True,False
536,1,1,49,180.0,4,2,3,True,False
668,1,1,51,183.0,3,3,2,False,False
525,1,1,46,196.0,4,3,3,True,True
561,1,1,51,182.0,1,3,2,False,False
207,1,0,33,204.0,2,3,2,False,True
556,1,1,43,198.0,1,1,1,True,False
607,1,1,44,191.0,5,1,2,True,False
940,1,1,38,191.0,6,3,3,True,True
579,1,1,55,187.0,3,1,3,False,False
897,1,1,49,193.0,2,2,2,True,True
913,1,1,30,183.0,3,1,1,True,False
68,0,0,35,176.0,1,1,1,False,False
144,0,0,37,189.0,1,1,2,False,True
23,0,0,35,171.0,3,2,2,False,False
234,0,1,45,211.0,4,1,2,False,True
775,1,1,45,194.0,2,1,1,True,False
99,0,1,55,163.0,1,1,2,False,False
148,1,0,50,206.0,5,3,1,False,True
183,0,1,47,152.0,6,2,3,False,True
798,1,1,53,200.0,3,2,2,False,False
399,1,0,54,206.0,6,2,1,False,True
354,0,0,31,176.0,5,1,3,False,False
858,1,1,48,191.0,6,2,3,True,False
488,1,1,38,191.0,5,2,1,True,False
209,1,1,31,186.0,5,1,1,True,False
442,1,0,46,208.0,2,1,1,False,False
326,0,0,53,214.0,2,2,2,False,False
65,0,0,48,188.0,1,1,3,False,True
167,0,0,48,186.0,1,2,4,False,True
319,0,1,32,155.0,2,2,4,False,False
388,1,0,31,222.0,1,2,3,False,False
317,1,1,46,174.0,3,3,3,False,False
40,1,1,43,224.0,6,3,1,False,True
254,1,0,51,153.0,3,1,1,False,True
273,1,1,40,187.0,5,2,2,True,True
347,1,0,45,219.0,1,2,2,False,False
481,0,0,39,154.0,3,3,3,False,False
197,1,0,52,208.0,5,3,3,False,False
157,0,0,55,200.0,3,2,3,False,False
64,0,0,32,209.0,1,2,4,False,False
185,0,0,33,214.0,5,3,2,False,True
570,1,1,51,191.0,4,1,2,False,True
371,0,1,47,194.0,3,1,4,False,False
312,1,0,49,156.0,1,3,1,False,False
393,1,0,47,160.0,2,2,2,False,True
470,0,0,50,208.0,2,1,3,False,False
327,0,1,48,204.0,6,3,2,False,True
210,1,1,53,184.0,5,1,2,False,False
41,0,1,46,190.0,1,1,1,False,True
109,0,0,48,153.0,6,1,3,False,True
176,0,0,33,214.0,1,3,3,False,False
575,1,1,52,199.0,6,1,1,False,False
459,1,1,53,163.0,5,1,2,False,False
550,1,1,42,184.0,3,2,1,True,False
455,1,1,32,193.0,5,3,3,True,True
852,1,1,38,197.0,6,1,4,True,False
279,0,0,54,205.0,4,3,4,False,False
749,1,1,49,199.0,5,2,3,True,False
450,0,1,30,188.0,2,2,1,False,True
876,1,1,45,180.0,1,2,4,True,False
655,1,1,33,191.0,4,1,3,True,True
429,0,1,33,206.0,3,2,1,False,False
91,0,1,40,182.0,5,3,1,False,False
330,0,1,37,210.0,5,1,3,False,True
184,1,0,47,191.0,1,1,2,False,False
523,1,1,33,200.0,1,2,4,True,False
922,1,1,49,186.0,4,2,2,True,True
200,0,1,39,198.0,2,1,4,False,False
831,1,1,43,184.0,4,2,2,True,False
277,0,0,43,169.0,1,2,2,False,False
393,1,0,47,160.0,2,2,2,False,True
92,0,0,40,194.0,2,3,2,False,False
900,1,1,55,184.0,3,3,1,False,False
814,1,1,45,190.0,6,2,4,True,True
340,1,1,35,225.0,4,1,2,False,False
233,1,1,33,227.0,1,2,1,False,False
335,1,1,36,153.0,5,1,2,False,False
961,1,1,52,197.0,3,2,4,False,False
225,0,1,41,225.0,2,2,4,False,False
531,1,1,44,198.0,6,1,4,True,False
406,0,0,39,206.0,6,1,2,False,False
418,0,0,49,185.0,3,1,2,False,False
54,0,1,50,150.0,4,1,4,False,False
98,0,1,38,169.0,2,2,2,False,True
216,1,1,37,214.0,6,3,2,False,False
875,1,1,32,195.0,6,2,1,True,True
912,1,1,32,183.0,2,1,1,True,False
25,0,1,33,178.0,1,1,1,False,True
336,1,0,48,210.0,3,1,2,False,False
127,1,1,38,213.0,3,3,1,False,True
890,1,1,41,187.0,3,1,1,True,True
331,1,0,54,230.0,3,3,3,False,False
300,1,0,51,178.0,6,1,1,False,False
64,0,0,32,209.0,1,2,4,False,True
310,1,1,45,224.0,5,3,2,False,False
840,1,1,30,195.0,1,3,2,True,False
255,1,0,36,180.0,5,2,2,False,True
753,1,1,37,187.0,3,2,4,True,False
117,0,0,55,167.0,3,2,2,False,False
125,1,1,54,210.0,5,1,1,False,False
325,0,0,41,178.0,1,1,2,False,False
452,0,0,53,150.0,2,3,3,False,False
63,1,1,38,194.0,2,1,2,True,False
812,1,1,33,197.0,4,2,3,True,False
88,1,1,37,203.0,2,3,2,False,False
967,1,1,32,200.0,5,3,2,True,False
399,1,0,54,206.0,6,2,1,False,False
280,1,1,31,191.0,4,1,3,True,False
31,0,0,31,158.0,6,1,3,False,True
121,1,0,43,153.0,3,2,1,False,False
456,0,1,52,170.0,1,1,3,False,False
677,1,1,50,195.0,5,2,2,True,False
16,1,0,43,186.0,2,1,1,False,True
731,1,1,40,195.0,6,2,4,True,True
569,1,1,43,184.0,6,3,4,True,False
530,1,1,54,191.0,1,3,4,False,True
348,0,1,49,154.0,3,1,1,False,False
442,1,0,46,208.0,2,1,1,False,False
249,0,0,31,198.0,6,3,3,False,False
243,1,1,43,171.0,2,2,4,False,False
696,1,1,39,189.0,3,3,3,True,True
138,0,1,40,186.0,1,1,2,False,False
469,1,0,50,194.0,2,1,2,False,True
8,0,1,45,179.0,2,2,1,False,False
227,0,1,41,207.0,5,2,2,False,False
988,1,1,30,189.0,6,1,1,True,True
715,1,1,37,195.0,5,3,4,True,True
187,0,0,31,209.0,5,2,1,False,False
225,0,1,41,225.0,2,2,4,False,False
842,1,1,35,187.0,4,2,1,True,True
252,1,1,51,205.0,6,1,2,False,False
141,1,0,53,180.0,5,1,1,False,False
665,1,1,51,196.0,5,1,1,False,True
181,0,0,45,222.0,4,3,3,False,False
392,1,1,53,213.0,1,2,1,False,True
21,1,0,44,153.0,4,2,4,False,True
929,1,1,30,198.0,2,2,1,True,False
480,1,1,48,188.0,4,1,3,True,True
911,1,1,53,194.0,5,1,2,False,True
283,1,0,47,167.0,2,1,1,False,False
805,1,1,43,191.0,6,3,2,True,False
697,1,1,46,180.0,1,3,3,True,False
378,1,1,44,226.0,5,3,2,False,False
636,1,1,45,190.0,4,3,1,True,False
782,1,1,43,180.0,6,1,4,True,True
508,1,1,33,193.0,4,1,4,True,True
222,0,0,50,153.0,3,1,2,False,True
463,1,0,51,180.0,5,2,3,False,False
605,1,1,49,193.0,4,3,3,True,False
394,0,1,37,221.0,3,3,3,False,False
899,1,1,41,180.0,3,1,2,True,False
469,1,0,50,194.0,2,1,2,False,False
573,1,1,46,182.0,6,1,4,True,False
102,1,1,30,175.0,6,2,4,False,True
411,0,1,43,182.0,3,2,1,False,False
498,1,0,51,191.0,6,1,2,False,False
419,1,1,54,164.0,4,2,2,False,True
202,0,1,52,165.0,6,3,4,False,False
309,0,0,38,205.0,2,2,2,False,True
60,1,0,36,193.0,5,3,1,False,True
171,1,0,53,169.0,1,1,3,False,False
12,1,0,42,205.0,6,2,1,False,True
235,1,0,42,210.0,3,2,4,False,False
298,1,1,44,201.0,5,2,1,False,False
224,1,1,42,158.0,1,1,2,False,False
123,0,1,51,218.0,3,1,2,False,True
695,1,1,34,184.0,5,1,2,True,False
345,0,0,49,180.0,5,3,4,False,False
493,0,1,42,174.0,1,3,4,False,True
751,1,1,50,188.0,2,1,1,True,True
56,0,0,35,182.0,2,2,2,False,False
184,1,0,47,191.0,1,1,2,False,False
154,0,0,51,163.0,6,2,2,False,True
175,1,1,39,206.0,5,1,4,False,False
307,0,1,43,214.0,4,2,2,False,False
473,1,0,41,160.0,1,3,2,False,True
90,0,1,38,201.0,3,1,1,False,False
254,1,0,51,153.0,3,1,1,False,False
383,1,0,47,165.0,6,1,4,False,False
519,1,1,42,183.0,3,3,3,True,False
301,0,0,51,180.0,6,3,1,False,False
703,1,1,45,189.0,3,1,3,True,True
287,0,0,55,157.0,2,1,4,False,True
95,0,1,30,206.0,5,3,2,False,True
584,1,1,41,194.0,6,1,2,True,False
190,0,0,35,200.0,3,2,2,False,False
139,0,0,36,205.0,6,2,2,False,False
517,1,1,34,188.0,5,2,1,True,True
109,0,0,48,153.0,6,1,3,False,False
924,1,1,35,197.0,1,3,1,True,False
679,1,1,45,196.0,6,2,4,True,False
741,1,1,44,190.0,6,1,4,True,True
673,1,1,49,195.0,3,3,3,True,False
580,1,1,47,192.0,6,1,1,True,True
468,0,0,43,224.0,1,3,2,False,False
3,0,1,37,218.0,3,2,3,False,False
168,1,1,46,178.0,4,3,2,False,False
128,0,1,39,207.0,4,1,3,False,True
295,1,0,44,204.0,1,2,4,False,True
210,1,1,53,184.0,5,1,2,False,True
34,1,0,45,170.0,5,2,2,False,False
165,1,0,52,171.0,6,2,2,False,True
953,1,1,40,185.0,5,1,2,True,False
344,0,1,42,223.0,6,2,2,False,False
854,1,1,52,198.0,4,2,3,False,True
158,1,0,45,156.0,2,3,2,False,False
533,1,1,40,184.0,3,1,3,True,False
631,1,1,40,196.0,6,1,2,True,True
403,1,0,44,163.0,3,1,4,False,False
41,0,1,46,190.0,1,1,1,False,True
756,1,1,44,183.0,2,2,4,True,True
489,0,0,44,191.0,4,2,4,False,False
153,0,1,45,156.0,1,1,2,False,False
572,1,1,37,190.0,2,1,1,True,True
410,0,1,34,173.0,6,3,3,False,False
973,1,1,53,188.0,1,1,4,False,False
26,1,1,52,167.0,6,2,1,False,False
497,0,0,43,169.0,3,3,4,False,False
457,1,1,30,190.0,1,1,3,True,False
324,1,0,54,208.0,6,3,3,False,True
318,1,1,45,230.0,4,1,3,False,False
859,1,1,42,190.0,1,2,3,True,False
645,1,1,32,195.0,5,3,1,True,True
543,1,1,53,186.0,1,1,4,False,False
279,0,0,54,205.0,4,3,4,False,True
281,1,0,50,193.0,4,2,1,False,False
87,0,1,37,216.0,1,2,2,False,True
404,1,0,41,196.0,2,2,1,False,False
952,1,1,54,200.0,2,3,3,False,True
297,0,1,45,217.0,2,3,1,False,True
355,1,1,53,175.0,4,3,2,False,False
81,1,1,32,181.0,3,1,4,True,True
356,0,0,48,226.0,4,2,4,False,False
56,0,0,35,182.0,2,2,2,False,False
984,1,1,51,198.0,1,3,2,False,False
438,1,1,49,164.0,1,3,1,False,False
907,1,1,47,190.0,4,3,4,True,True
339,0,0,43,150.0,4,1,2,False,False
204,1,0,41,158.0,4,2,1,False,False
131,0,1,35,180.0,1,3,2,False,True
370,0,1,48,175.0,5,1,2,False,False
248,0,1,51,171.0,6,1,1,False,False
240,0,0,30,166.0,1,1,4,False,False
17,1,0,50,161.0,4,3,2,False,False
71,0,1,43,168.0,5,1,4,False,True
218,1,0,41,223.0,4,3,4,False,True
381,0,0,55,163.0,5,1,3,False,False
927,1,1,51,188.0,5,2,1,False,False
206,0,1,40,150.0,6,3,3,False,True
608,1,1,45,199.0,4,1,3,True,False
625,1,1,42,189.0,2,3,4,True,False
200,0,1,39,198.0,2,1,4,False,False
333,0,1,51,161.0,1,2,3,False,False
291,1,1,34,171.0,4,3,2,False,False
901,1,1,37,198.0,5,2,4,True,False
73,0,0,33,212.0,1,3,3,False,False
189,1,1,43,165.0,3,1,1,False,True
117,0,0,55,167.0,3,2,2,False,False
740,1,1,46,200.0,3,1,3,True,False
310,1,1,45,224.0,5,3,2,False,False
219,1,1,47,205.0,6,3,2,False,False
396,1,1,39,228.0,3,2,4,False,True
613,1,1,32,191.0,2,2,3,True,False
237,0,0,36,153.0,3,2,2,False,False
119,1,0,51,178.0,2,1,3,False,True
723,1,1,31,184.0,3,2,2,True,True
729,1,1,32,197.0,3,3,2,True,False
546,1,1,38,187.0,5,2,3,True,False
474,0,1,43,223.0,1,2,4,False,False
318,1,1,45,230.0,4,1,3,False,False
348,0,1,49,154.0,3,1,1,False,False
735,1,1,30,195.0,4,2,4,True,True
649,1,1,44,185.0,2,2,3,True,True
229,0,0,43,181.0,1,2,3,False,False
377,0,0,52,177.0,1,2,3,False,False
339,0,0,43,150.0,4,1,2,False,False
69,1,1,55,212.0,2,3,2,False,False
610,1,1,40,194.0,4,1,2,True,False
777,1,1,49,182.0,4,2,2,True,False
171,1,0,53,169.0,1,1,3,False,False
950,1,1,32,185.0,3,2,2,True,False
10,1,0,53,184.0,2,2,1,False,False
398,1,1,43,178.0,3,3,3,False,False
541,1,1,31,183.0,4,2,3,True,False
818,1,1,45,182.0,4,1,3,True,True
107,0,1,30,220.0,5,1,2,False,True
616,1,1,50,188.0,2,1,1,True,False
91,0,1,40,182.0,5,3,1,False,False
220,0,1,32,230.0,2,2,2,False,False
701,1,1,53,188.0,1,1,2,False,True
100,1,1,55,222.0,4,1,4,False,False
312,1,0,49,156.0,1,3,1,False,True
435,0,0,50,182.0,5,1,3,False,False
220,0,1,32,230.0,2,2,2,False,False
774,1,1,52,181.0,2,2,2,False,False
559,1,1,54,182.0,2,2,2,False,False
88,1,1,37,203.0,2,3,2,False,False
276,0,1,34,173.0,4,1,3,False,False
303,0,0,48,214.0,2,3,3,False,False
499,1,1,47,179.0,4,3,3,False,False
487,1,1,32,165.0,3,2,3,False,True
151,1,1,52,201.0,5,3,3,False,False
371,0,1,47,194.0,3,1,4,False,False
125,1,1,54,210.0,5,1,1,False,False
429,0,1,33,206.0,3,2,1,False,True
324,1,0,54,208.0,6,3,3,False,True
383,1,0,47,165.0,6,1,4,False,True
839,1,1,54,187.0,1,1,2,False,True
436,0,0,40,216.0,5,2,2,False,True
515,1,1,51,198.0,2,3,1,False,False
563,1,1,51,195.0,6,1,3,False,False
342,1,0,51,206.0,4,1,1,False,True
889,1,1,45,191.0,4,2,3,True,False
78,0,1,30,177.0,4,3,4,False,False
62,0,1,47,222.0,5,3,1,False,False
963,1,1,44,191.0,2,2,3,True,False
36,0,1,41,214.0,2,2,1,False,False
410,0,1,34,173.0,6,3,3,False,False
542,1,1,34,187.0,6,1,2,True,False
278,0,0,34,152.0,5,2,4,False,False
555,1,1,44,192.0,2,3,3,True,True
278,0,0,34,152.0,5,2,4,False,False
361,1,1,45,173.0,1,3,4,False,True
217,0,1,41,219.0,2,1,2,False,True
844,1,1,46,189.0,5,2,1,True,False
747,1,1,54,181.0,5,2,2,False,False
807,1,1,45,181.0,1,3,2,True,False
85,1,0,40,220.0,4,2,4,False,True
195,1,1,47,170.0,1,3,1,False,True
491,1,1,45,202.0,2,1,3,False,True
853,1,1,42,184.0,6,3,2,True,False
514,1,1,39,187.0,1,2,2,True,True
390,1,0,34,210.0,5,2,4,False,True
77,0,0,51,157.0,6,2,3,False,False
836,1,1,32,200.0,2,2,4,True,False
274,1,1,34,195.0,6,1,1,True,False
357,0,1,52,198.0,4,3,2,False,False
379,1,1,53,190.0,6,3,4,False,False
795,1,1,39,189.0,3,3,4,True,False
549,1,1,33,196.0,2,3,1,True,False
405,1,1,47,152.0,6,3,3,False,False
630,1,1,44,194.0,5,2,4,True,True
37,0,0,30,191.0,6,2,3,False,False
129,0,0,38,202.0,2,3,1,False,False
615,1,1,34,198.0,2,1,4,True,False
60,1,0,36,193.0,5,3,1,False,True
178,1,1,48,175.0,3,1,1,False,False
142,0,0,34,175.0,1,1,2,False,True
44,0,1,37,220.0,2,2,1,False,True
868,1,1,52,198.0,3,3,3,False,False
384,0,1,47,213.0,5,3,4,False,False
453,1,0,55,166.0,4,2,3,False,False
268,0,0,55,230.0,5,1,4,False,False
4,1,0,39,195.0,6,3,3,False,False
719,1,1,42,181.0,2,3,1,True,False
19,1,0,34,199.0,4,1,2,False,False
288,1,0,43,227.0,6,3,1,False,False
440,1,0,36,170.0,1,2,3,False,False
359,0,1,40,175.0,2,2,3,False,True
384,0,1,47,213.0,5,3,4,False,False
245,1,0,31,163.0,4,1,1,False,False
744,1,1,36,194.0,1,1,4,True,False
53,1,0,43,218.0,4,1,1,False,False
259,1,0,47,163.0,4,3,4,False,False
574,1,1,36,184.0,5,3,2,True,False
951,1,1,37,183.0,3,3,2,True,False
614,1,1,34,184.0,4,2,2,True,True
956,1,1,53,188.0,2,3,4,False,False
120,0,0,45,223.0,1,1,1,False,False
895,1,1,54,183.0,1,3,1,False,False
672,1,1,48,189.0,6,2,1,True,True
313,0,1,30,200.0,5,1,1,False,True
691,1,1,36,180.0,5,2,4,True,False
763,1,1,50,199.0,2,1,1,True,False
483,1,0,30,200.0,2,2,1,False,False
745,1,1,36,183.0,2,2,1,True,False
510,1,1,48,198.0,1,2,4,True,True
264,0,0,40,190.0,2,3,2,False,True
991,1,1,51,190.0,5,2,3,False,True
725,1,1,35,198.0,4,2,3,True,False
478,1,1,34,220.0,6,1,3,False,True
390,1,0,34,210.0,5,2,4,False,False
216,1,1,37,214.0,6,3,2,False,False
484,0,0,51,186.0,2,1,3,False,False
247,1,0,33,179.0,1,3,3,False,True
313,0,1,30,200.0,5,1,1,False,True
404,1,0,41,196.0,2,2,1,False,False
412,1,0,45,181.0,4,3,3,False,False
687,1,1,34,197.0,6,2,1,True,False
239,1,1,35,207.0,4,2,2,False,False
40,1,1,43,224.0,6,3,1,False,True
464,0,0,38,227.0,1,1,1,False,False
302,0,0,40,228.0,2,1,3,False,False
120,0,0,45,223.0,1,1,1,False,False
226,1,0,41,156.0,6,1,2,False,True
43,0,0,35,170.0,6,1,3,False,True
783,1,1,33,197.0,3,3,2,True,False
458,0,1,34,160.0,6,3,2,False,False
351,0,1,46,181.0,6,3,3,False,False
903,1,1,55,192.0,1,3,3,False,False
257,1,1,43,190.0,6,3,3,True,False
104,0,0,54,230.0,6,1,4,False,False
152,1,0,46,230.0,5,1,1,False,False
160,1,0,52,166.0,2,3,3,False,True
213,1,1,50,189.0,3,2,1,True,False
275,0,0,34,220.0,3,1,2,False,False
865,1,1,42,197.0,3,3,2,True,False
451,0,1,32,182.0,3,3,3,False,False
381,0,0,55,163.0,5,1,3,False,True
599,1,1,40,198.0,1,2,1,True,True
363,1,0,45,159.0,4,1,2,False,False
299,0,0,34,197.0,5,2,4,False,False
346,1,1,54,191.0,5,3,3,False,True
5,0,1,33,175.0,5,3,1,False,True
170,0,0,30,168.0,5,2,1,False,True
460,0,0,55,194.0,1,2,3,False,True
